Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,-4969463200.0,-2244734100.0,-4300526400.0,-8788083700.0,-2149757200.0,-8687093500.0,-32436788000.0,-36846313000.0,-35606478000.0,-6695281500.0,-11994810.0,-54035000.0,-377019500.0,-842066000.0,-1495131300.0,-867068400.0,-2802263000.0,-23952380000.0,-3942373700.0,-113992030.0,-50.0,-43.0,-47.0,-36.0,9582.9,-43.0,-928406490.0,-292069830.0,-895109690.0,-59.0,-3553.0,-43499570.0,-3967.0,-396364240.0,-140189820.0,-406563260.0,-5155486600.0,-48466300.0,-5300472600.0,-4251.0
2,-4880459200.0,-1406802000.0,-3982543200.0,-684253400.0,-7529196500.0,-670267000.0,-62353782000.0,-61693804000.0,-64513569000.0,-6946241800.0,-741064310.0,-948083910.0,-890678140.0,-68995990.0,-322721320.0,-83397360.0,-3016290200.0,-8888877400.0,-3744360600.0,-755163920.0,502.0,559.0,561.0,561.0,564.0,564.0,-909008380.0,-683530850.0,-864712660.0,594.0,-392766530.0,-750331410.0,-489657530.0,-234482960.0,-259280430.0,-2281480.0,-352968800.0,-2124794600.0,-642940700.0,-174389510.0
3,-648287000.0,-2908646800.0,-5590377600.0,-8203118700.0,-8265115900.0,-798133300.0,-54234588000.0,-2397527000.0,-56094405000.0,-8675064100.0,-295724170.0,-433837430.0,-367330770.0,-559049940.0,-827676780.0,-568750870.0,-480741460.0,-1169109900.0,-874979480.0,-242917950.0,769.0,843.0,848.0,842.0,846.0,852.0,876.0,-668532070.0,1075.0,902.6999999999998,-227282490.0,-54051600.0,-315274310.0,-965709180.0,-859519760.0,-979107890.0,-9349068500.0,-162990200.0,-9593045000.0,-36002647.0
4,-719213800.0,-3500585100.0,-6265307700.0,-8643072100.0,-8357103600.0,-8486087200.0,-59374074000.0,-28387121000.0,-61193894000.0,-9437985300.0,-466045290.0,-455544160.0,-470945700.0,-43341730.0,-375536150.0,-433341930.0,-919089500.0,-3749372000.0,-1009098100.0,-452643770.0,2960.3,2734.6,3092.9,2059.7,599.39,2043.8,3154.2,148.0,3398.5,3751.5,-138090980.0,-398665460.0,-220683300.0,-736931590.0,-444660770.0,-748230510.0,-7669236100.0,-6619344100.0,-7877215900.0,-5753.0
5,-7957145200.0,-4202514600.0,-6947239400.0,-9375998400.0,-9130025500.0,-9220013500.0,-50824927000.0,-2237685000.0,-52544758000.0,-97919300.0,-1303.0,-1522.0,-1535.0,-1519.0,-9569.4,-1535.0,-5298530200.0,-4324432000.0,-5201520600.0,-1612.0,-869.0,-965.0,-971.0,-963.0,-967.0,-975.0,-753.0,-4442640.0,-911.0,-1028.0,-299475490.0,-614344610.0,-391966890.0,-31402870.0,-909914970.0,-44901570.0,-754928100.0,-279719600.0,-1014903000.0,-117094800.0
6,-8313109400.0,-4550479500.0,-7297204100.0,-9712964300.0,-934996500.0,-9555979500.0,-42525758000.0,-29647002000.0,-44215591000.0,-446884200.0,-909.0,-1091.0,-1099.0,-9176.6,849.83,-9050.8,-958955500.0,-2399239300.0,-9488949000.0,-1159.0,4796.7,5911.3,5158.0,7236.3,-218.0,7277.8,-772977290.0,-5494549200.0,-761876190.0,4762.2,-410564860.0,-767229840.0,-509955630.0,-246181910.0,-259280560.0,-261580440.0,-1314872700.0,-4530554200.0,-1613843700.0,-197287340.0
7,-8423098100.0,-4647469600.0,-7400193500.0,-9798955400.0,-9496988000.0,-9640970600.0,-37746237000.0,-38546120000.0,-39556058000.0,-552873200.0,428.0,399.0,400.0,395.0,404.0,406.0,-34309400.0,-7778776500.0,-3131312100.0,419.0,683.0,745.0,751.0,743.0,748.0,754.0,-2616240.0,-9534952400.0,-222321200.0,-7849.5,-350770580.0,-678438440.0,-447061640.0,-111595090.0,-25303670.0,-12393730.0,-7801223900.0,-8184188700.0,-8091195800.0,-167390040.0
8,-8314108400.0,-4483485300.0,-7280204800.0,-9560978600.0,-9121025100.0,-932994000.0,-37186295000.0,-40095966000.0,-39106105000.0,-474880300.0,-3461.4,-3955.0,-3445.7,-5039.4,302.1999999999998,-5076.2,315.0,-597859360.0,428.0,-4048.5,-1840.5,111.5,-1933.8,111.59999999999991,-6146.6,-3735.0,106.0,120.0,135.0,-1300.4,-205484450.0,-471958360.0,-292376370.0,-813424180.0,-528052670.0,-825023070.0,-3320671300.0,-9554051100.0,-3565647600.0,-73398650.0
9,-8388101600.0,-4606473800.0,-7364197200.0,-9750960400.0,-9436994100.0,-9592975600.0,-3896085000.0,-4115818000.0,-41095905000.0,-43876500.0,-40.0,-72.0,-77.0,-70.0,-67.0,-75.0,-2963703400.0,-7331266300.0,-2984701300.0,9516.3,-643.0,-708.0,-713.0,-706.0,-709.0,-716.0,-137186910.0,-9443056400.0,-187881990.0,7508.8,-324373100.0,-642241920.0,-419164290.0,-5900030.0,-94011800.0,-74598710.0,-713287300.0,-6934313600.0,-7448259900.0,-148391790.0
10,-8298111200.0,-4534481500.0,-7282205900.0,-9693966600.0,-9391999000.0,-9536981700.0,-44195591000.0,-33936574000.0,-45885423000.0,-431886000.0,977.0,1065.0,1070.0,1065.0,1070.0,1073.0,-1358863000.0,-5786420000.0,-126868200.0,1099.0,-1086.4,-738.87,-1210.5,266.63,62.09999999999991,251.8,-758024190.0,-7423257700.0,-758424160.0,-2307.5,-410164870.0,-767129820.0,-509755620.0,-246281870.0,-259780480.0,-261680390.0,-1271877000.0,-4428564400.0,-1570848000.0,-196287420.0
