Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,-8266000000.0,-1593000000.0,8411000000.0,-1606000000.0,-1630000000.0,-1646000000.0,-42090000000.0,-2600000000.0,42640000000.0,-1704000000.0,658000000.0,-376800000.0,-543700000.0,-376700000.0,-378200000.0,-382800000.0,-250000000.0,-150000000.0,-350000000.0,-360500000.0,-53.0,-76.0,-92.0,-33.0,-100000.0,-63.0,19400000.0,13000000.0,26500000.0,-391.0,-56900000.0,731800000.0,-64300000.0,-60500000.0,-58100000.0,-62300000.0,-137000000.0,-510000000.0,-227000000.0,-7384.0
2,8622000000.0,6388000000.0,-1551000000.0,-1533000000.0,-1540000000.0,-1571000000.0,600000000.0,-2900000000.0,1010000000.0,-1682000000.0,18632.0,22358.0,22536.0,22372.0,-224400000.0,22738.0,-235000000.0,-5200000000.0,-321000000.0,18819.0,1038.0,1142.0,1150.0,1149.0,1162.0,1168.0,1270000000.0,20000000.0,23000000.0,915.0,-104000000.0,-115000000.0,-117000000.0,-112400000.0,575500000.0,-237800000.0,-162000000.0,-520000000.0,-270000000.0,-127800000.0
3,-1376000000.0,-9150000000.0,-1547000000.0,-1525000000.0,-1530000000.0,-1562000000.0,850000000.0,-3000000000.0,140000000.0,-1682000000.0,20191.0,12042.0,14369.0,12009.0,-119900000.0,12254.0,-188700000.0,-212800000.0,-240000000.0,1.0,1458.0,1620.0,1642.0,1602.0,-16100000.0,1660.0,28300000.0,43400000.0,37900000.0,1422.0,-91700000.0,-101400000.0,-103200000.0,-99000000.0,-96700000.0,-101500000.0,-152000000.0,-510000000.0,-250000000.0,-114000000.0
4,-1390000000.0,8449000000.0,-1563000000.0,-1537000000.0,-1540000000.0,-1575000000.0,880000000.0,-3100000000.0,1480000000.0,-1703000000.0,2437.0,2602.0,2643.0,2565.0,602376.0,2639.0,-132000000.0,4283000000.0,-143000000.0,-3040.0,-1.0,7.0,-9.0,0.0,-3.0,2819.0,1496.0,-27800000.0,1480.0,71.0,-83400000.0,-92100000.0,573200000.0,910200000.0,-87300000.0,17000000.0,-143000000.0,-500000000.0,-235000000.0,-104000000.0
5,1069000000.0,8464000000.0,-1548000000.0,-1522000000.0,-1530000000.0,-1559000000.0,810000000.0,-300000000.0,1370000000.0,-1692000000.0,98400000.0,-34300000.0,-34400000.0,-34500000.0,-730100000.0,-35100000.0,-74000000.0,48040000000.0,-59000000.0,-9138.0,-1794.0,-2001.0,-2023.0,-1990.0,-20200000.0,-2050.0,-1300000.0,-6367000000.0,661800000.0,-2592.0,-96600000.0,-524400000.0,891400000.0,-658700000.0,-102200000.0,-107000000.0,-150000000.0,-510000000.0,-250000000.0,413300000.0
6,-1372000000.0,847000000.0,1905000000.0,-1515000000.0,-1520000000.0,-1552000000.0,660000000.0,-3000000000.0,1130000000.0,-1690000000.0,-2407.0,-2699.0,-2703.0,-2738.0,-28900000.0,-2758.0,-50000000.0,-70000000.0,-30000000.0,-7318.0,7421.0,-10010.0,7.0,-494.0,-509.0,-502.0,-7000000.0,-17000000.0,-7000000.0,-5.0,-106200000.0,-117400000.0,120000000.0,-199500000.0,-112800000.0,-117800000.0,2270000000.0,-510000000.0,-260000000.0,476500000.0
7,-1381000000.0,8460000000.0,-1552000000.0,4785000000.0,-1530000000.0,-1561000000.0,550000000.0,-2900000000.0,920000000.0,-8536000000.0,216.0,234.0,260.0,179.0,52400000.0,232.0,-28000000.0,-40000000.0,-25000000.0,0.0,1290.0,1440.0,1460.0,1420.0,-14300000.0,1475.0,4621000000.0,-19000000.0,-23000000.0,1428.0,898800000.0,-111900000.0,-113700000.0,-109400000.0,-107300000.0,-112100000.0,-154000000.0,-510000000.0,5781000000.0,-127700000.0
8,-3397000000.0,-1559000000.0,-1572000000.0,-1545000000.0,-1550000000.0,-1582000000.0,540000000.0,-2900000000.0,-26300000000.0,-1730000000.0,-1270.0,5.0,-3.0,5884.0,-49.0,-6.0,-1800000.0,4600000.0,4600000.0,30.0,5.0,0.0,-5.0,-3.0,153.0,-8450.0,194800000.0,700000.0,-400000.0,-7.0,-88200000.0,-97500000.0,-733600000.0,-95100000.0,-92800000.0,-97300000.0,-3980000000.0,-50000000.0,-243000000.0,-420400000.0
9,-1384000000.0,8457000000.0,-1555000000.0,-1527000000.0,-1530000000.0,-1565000000.0,570000000.0,-2900000000.0,940000000.0,-1714000000.0,-368.0,-436.0,-443.0,-436.0,-5300000.0,-475.0,-17000000.0,66030000000.0,4158000000.0,-1357.0,-1313.0,-1467.0,-1486.0,-1450.0,-14700000.0,-1505.0,-15000000.0,-21000000.0,-24000000.0,-1712.0,900700000.0,-109800000.0,888500000.0,-107300000.0,-860200000.0,-109900000.0,-155000000.0,-510000000.0,-258000000.0,-125700000.0
10,-1373000000.0,8470000000.0,-3820000000.0,-1515000000.0,-1510000000.0,-1552000000.0,710000000.0,-3000000000.0,19960000000.0,-1703000000.0,2000.0,2199.0,2221.0,2182.0,2128.0,2217.0,-10000000.0,27690000000.0,-10000000.0,2603.0,592.0,-4.0,-244.0,-5.0,-1.0,6.0,-5000000.0,-13000000.0,-8000000.0,-3178.0,-106500000.0,-117700000.0,-119700000.0,-115200000.0,-113200000.0,-118100000.0,-160000000.0,-520000000.0,-260000000.0,480900000.0
11,-1378000000.0,8464000000.0,-1548000000.0,-1523000000.0,-1520000000.0,-1560000000.0,-8880000000.0,-300000000.0,1400000000.0,-1708000000.0,-26199544.0,-34000000.0,-34400000.0,-545600000.0,-33300000.0,-34500000.0,2558000000.0,-30000000.0,-8000000.0,4753.0,1789.0,1992.0,2015.0,1976.0,-20000000.0,2038.0,-511800000.0,0.0,13600000.0,2311.0,901000000.0,-109500000.0,888700000.0,-107000000.0,895100000.0,-109700000.0,-150000000.0,-84390000000.0,-260000000.0,392200000.0
12,-1397000000.0,8441000000.0,-1570000000.0,-1546000000.0,-1550000000.0,-1583000000.0,900000000.0,-3100000000.0,-8950000000.0,-1731000000.0,-2256.0,-2486.0,-2494.0,-2515.0,-2575.0,-2540.0,-49000000.0,-73000000.0,-76000000.0,-1339.0,-3.0,-7342.0,4.0,405.0,406.0,414.0,-188.0,-9400000.0,-248.0,6.0,-83800000.0,-92600000.0,575400000.0,-90300000.0,-87800000.0,-92300000.0,-2463000000.0,-490000000.0,-235000000.0,-106000000.0
13,-1394000000.0,8441000000.0,-1569000000.0,-1548000000.0,-1560000000.0,-6509000000.0,820000000.0,-3000000000.0,1360000000.0,-1726000000.0,-11958.0,-13228.0,-13325.0,-132500000.0,866000000.0,-134800000.0,-117000000.0,-129000000.0,-189000000.0,-13152.0,-1486.0,-1658.0,-1678.0,-1648.0,-16800000.0,-1704.0,-1891.0,-2962.0,-3133.0,-1749.0,-89700000.0,-99100000.0,-100900000.0,-96600000.0,-708200000.0,-99200000.0,-146000000.0,-500000000.0,-243000000.0,-113200000.0
14,8593000000.0,-1578000000.0,-1585000000.0,-1574000000.0,-1590000000.0,-1612000000.0,570000000.0,-2800000000.0,950000000.0,-6899000000.0,-322644.0,-607700000.0,-161109540.0,-255300000.0,-257800000.0,-259400000.0,-189000000.0,-170000000.0,4987000000.0,-68519954.0,-1473.0,-1638.0,-1647.0,-1649.0,-1688.0,-1682.0,16000000.0,16000000.0,25900000.0,-1724.0,-104300000.0,687300000.0,-249700000.0,-112700000.0,-110600000.0,-115700000.0,-159999993.0,-510000000.0,-260000000.0,-131100000.0
15,-8850000000.0,-7568000000.0,8362000000.0,-1666000000.0,-1700000000.0,-1706000000.0,110000000.0,-2500000000.0,210000000.0,-1784000000.0,925600000.0,581000000.0,-422200000.0,581000000.0,449700000.0,-426000000.0,-230000000.0,4920000000.0,-350000000.0,-452700000.0,-193.0,-212.0,-194.0,-265.0,-320.0,-242.0,19500000.0,13000000.0,31100000.0,-124.0,-56400000.0,-62300000.0,-63700000.0,-59800000.0,-57200000.0,-61700000.0,-134000000.0,-500000000.0,-226000000.0,-7258.0
16,-2954000000.0,-3288000000.0,6679000000.0,-3263000000.0,-3280000000.0,6659000000.0,-1400000000.0,-200000000.0,-2200000000.0,7807000000.0,773700000.0,-247300000.0,-97500000.0,24783.0,247500000.0,24997.0,-134000000.0,-63000000.0,-181000000.0,778800000.0,-3457.0,-21801667.0,-3901.0,-509000000.0,-530100000.0,478100000.0,-16000000.0,-13000000.0,-7640000000.0,-4215.0,-53000000.0,-58000000.0,-59900000.0,-54400000.0,-49600000.0,-56000000.0,-125000000.0,-100000000.0,-195000000.0,-6899.0
17,-2770000000.0,-3088000000.0,-3114000000.0,-3073000000.0,-3090000000.0,6853000000.0,-1500000000.0,-300000000.0,-625900000000.0,-3388000000.0,17910.0,-35583945.0,-36983937.0,-66887058.0,-128693217.0,-97489832.0,-183000000.0,-165000000.0,-1584000000.0,-161200000.0,-859.0,-951.0,-960.0,-942.0,-945.0,-962.0,2000000.0,5000000.0,5609000000.0,-1028.0,-128500000.0,-141900000.0,-144700000.0,-475200000.0,826600000.0,-141500000.0,-72000000.0,-60000000.0,-116000000.0,-158600000.0
18,2722000000.0,6852000000.0,-3164000000.0,-3141000000.0,-3170000000.0,-3218000000.0,-1500000000.0,-300000000.0,-2200000000.0,-3436000000.0,-155000000.0,4800000.0,-172700000.0,-397600000.0,-170300000.0,-442400000.0,-223000000.0,-250000000.0,-300000000.0,-130999970.0,2727.0,3056.0,3096.0,-527900000.0,-30800000.0,-31400000.0,-40000000.0,-57000000.0,-59000000.0,3371.0,-88300000.0,-362600000.0,-99200000.0,306300000.0,-88700000.0,-95600000.0,-115000000.0,-120000000.0,-185000000.0,-109900000.0
19,4697000000.0,-3179000000.0,185000000.0,-3177000000.0,-320000000.0,4476000000.0,-743900000000.0,-300000000.0,-2300000000.0,-3480000000.0,2325.0,2488.0,2531.0,2450.0,2348.0,2534.0,-139000000.0,9812000000.0,-158000000.0,-3066.0,-3.0,-5.0,4.0,-123.0,-124.0,-117.0,-9400000.0,-22000000.0,-11400000.0,355.0,-72300000.0,-737900000.0,348200000.0,-75600000.0,-70800000.0,-77300000.0,-130000000.0,-140000000.0,-210000000.0,-90600000.0
20,-2784000000.0,587000000.0,-3133000000.0,-3121000000.0,-56620000000.0,-3198000000.0,-1400000000.0,-300000000.0,-2100000000.0,-3422000000.0,-91100000.0,-102100000.0,-10300000.0,-101600000.0,-501600000.0,-104200000.0,-37000000.0,-84000000.0,-2000000.0,-165200000.0,-3981.0,-44300000.0,-4485.0,-44100000.0,26300000.0,736700000.0,-22000000.0,-13000000.0,-42000000.0,-5047.0,-88000000.0,117500000.0,-98800000.0,-93000000.0,-88400000.0,-95100000.0,-1672000000.0,-110000000.0,-186000000.0,-111200000.0
21,-2683000000.0,6989000000.0,-680000000.0,6989000000.0,-3040000000.0,6915000000.0,-1300000000.0,-200000000.0,-2000000000.0,-3295000000.0,-3122.0,-3486.0,-3502.0,-35100000.0,-36500000.0,-35600000.0,-38000000.0,63290000000.0,-30000000.0,-7805.0,-641.0,-711.0,-717.0,-707.0,-715.0,-724.0,-1000000.0,-1000000.0,0.0,-817.0,761800000.0,-151600000.0,845700000.0,-147500000.0,-143500000.0,-151300000.0,-76100000.0,-70000000.0,-117000000.0,826700000.0
