Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
11,-2714726400.0,-887909100.0,-3775620500.0,-6745323100.0,-16768320000.0,-7197278400.0,-9909003000.0,-46952900000.0,-3569637000.0,-9026095400.0,-26202640.0,-223322340.0,-49004920.0,-602660280.0,-331133110.0,-610061000.0,-277715000.0,-62073791000.0,-2777721500.0,-11.0,-25.0,-22.0,-21.0,-25.0,-470347040.0,-14.0,-569043070.0,-8622137600.0,-445355440.0,-21.0,-18897970.0,-645935270.0,-96390240.0,-839815860.0,-95790280.0,-873112570.0,-1749824000.0,-93670629000.0,-3329666000.0,-57342390.0
12,-2829714900.0,-1178880000.0,-3906607400.0,-7386258900.0,-18098188000.0,-7847213300.0,-16708323000.0,-387561230000.0,-10058988000.0,-9041093900.0,20.0,25.0,16.0,28.0,18.0,32.0,-3982601400.0,-7403258800.0,-4367562800.0,39.0,-5848.3,-7753.2,-6103.4,-3.0,-3.0,-2.0,0.0,-89191060.0,-1.0,-3776.4,-678432050.0,-168083090.0,-74225520.0,-91190760.0,-831216760.0,-117788120.0,-2711727900.0,-76682328000.0,-4142584800.0,-362063700.0
13,-2185779200.0,-480949800.0,-3261671900.0,-6586338800.0,-17118286000.0,-7047293300.0,-16398354000.0,-412258760000.0,-10428951000.0,-8461151800.0,105.0,106.0,91.0,-565643300.0,-54594430.0,-599339950.0,-2935706100.0,-4880511600.0,-4120587600.0,123.0,24.0,22.0,19.0,26.0,-393460620.0,15.0,28.0,25.0,29.0,23.0,-877612120.0,-467253150.0,-948605030.0,-590840770.0,-713828480.0,-621937700.0,-5793419600.0,-81751821000.0,-7284270600.0,-460553830.0
14,-1164881300.0,-9512046700.0,-2251772900.0,-5739423500.0,-16528345000.0,-6205377500.0,-66583335000.0,-477452240000.0,-63013692000.0,-7466251400.0,-299430.0,-646735140.0,-161083720.0,-805619220.0,-979701850.0,-860013800.0,-3806618500.0,-4010598000.0,-581411800.0,-68492950.0,14.0,13.0,12.0,16.0,10.0,13.0,-921392050.0,-1851184900.0,-770576970.0,15.0,-181581690.0,-88910690.0,-264173450.0,-251874640.0,-824517390.0,-288970970.0,-149984000.0,-85601436000.0,-1769822000.0,-684731390.0
15,-9666031300.0,-8219175900.0,-787919300.0,-5024495000.0,-17208277000.0,-5512446700.0,-77042287000.0,-639636020000.0,-77962194000.0,-6082389700.0,-33465910.0,-403459330.0,-599439760.0,-342065420.0,-95902890.0,-428756780.0,-70232975000.0,-539440000.0,-72952703000.0,-543045350.0,-10.0,-8.0,-7.0,-10.0,-8.0,-1.0,-118311780.0,-1933193100.0,-928192780.0,-7.0,-376562240.0,-867413170.0,-423957520.0,-808919000.0,-591240770.0,-832316690.0,-7495249800.0,-39596037000.0,-8851114200.0,72.0
16,-9332063100.0,-6214375100.0,-1597837000.0,-9147081000.0,-61553841000.0,-99987000.0,-645935370000.0,-899310030000.0,-664633510000.0,-152840200.0,-63306360.0,-700670100.0,-192019260.0,-24.0,-105589470.0,-89.0,-2679267300.0,-3684368300.0,-3758375200.0,-173817400.0,46.0,-21797770.0,38.0,-561143820.0,-584441500.0,-57342470.0,-8325167100.0,-158983600.0,-8483151400.0,41.0,-209278990.0,-636436270.0,-253974530.0,-455854320.0,-991300780.0,-475352390.0,-9721971700.0,-85228521000.0,-918091200.0,66.0
17,-3412655400.0,-8981098600.0,-5530444000.0,-9280068100.0,-46665330000.0,-166980300.0,-613638610000.0,-953504610000.0,-631936780000.0,-6317365300.0,-76.0,-35603630.0,-37003780.0,-66906740.0,-128712930.0,-97509820.0,-441043800.0,-6545654300.0,-1736173200.0,-365936660.0,8.0,8.0,7.0,9.0,6.0,7.0,-6243375400.0,-3530646600.0,-621377000.0,9.0,-734526360.0,-681431670.0,-837016140.0,-512148570.0,-8802880.0,-559543880.0,-1209120800.0,-14881487000.0,-1883188200.0,-916508180.0
18,-610382000.0,-2460750600.0,-8302166700.0,-4259569900.0,-54564539000.0,-5181478700.0,-698830090000.0,-137786180000.0,-717628210000.0,-8191177700.0,-362636390.0,-87008800.0,-470347140.0,-423242420.0,-957395790.0,-472547310.0,-4205420000.0,-9040903000.0,-5684568000.0,-131013210.0,-46.0,-39.0,-37.0,-583358370.0,-731373140.0,-597259740.0,-4764476400.0,-2747274400.0,-5105510500.0,-40.0,-839415940.0,-391860700.0,-908709020.0,-44055500.0,-417858090.0,-472152680.0,-1066106200.0,-81458144000.0,-2180217600.0,-366663230.0
19,-832159900.0,-5076488900.0,-545942200.0,-7643231500.0,-5924057000.0,-849138800.0,-751124850000.0,-239476000000.0,-770322940000.0,-9919004900.0,-7.0,-5.0,-13.0,0.0,-15.0,0.0,-3784378100.0,-110010200.0,-4205420200.0,-8.0,-3302.0,-6111.6,-3292.9,-4.0,-3.0,-1.0,-407240710.0,-750875010.0,-439643950.0,80.16,-421257780.0,-810918820.0,-47552230.0,-540245870.0,-904109500.0,-561343790.0,-3681367700.0,-8530851000.0,-4950494500.0,-116188300.0
20,-7646231900.0,-405585200.0,-9789018000.0,-6238372000.0,-57144282000.0,-7161280800.0,-694030570000.0,-127787180000.0,-712628700000.0,-9327064100.0,-425157330.0,-189880870.0,-49649990.0,-677232090.0,-545045330.0,-711428720.0,-1584158200.0,-6697669100.0,-1022102000.0,-770122860.0,53.0,-207979140.0,44.0,-852614670.0,-7592060.0,-86713070.0,-8409158900.0,-8526147000.0,-8751124700.0,47.0,-742425640.0,-23576120.0,-810418860.0,-170082860.0,-918008080.0,-196480250.0,-1849184500.0,-82208220000.0,-2979297500.0,-326567250.0
21,-5153481300.0,-656931100.0,-717275500.0,-913904600.0,-48255171000.0,-1791817800.0,-577242240000.0,-903709590000.0,-595140460000.0,-7688228200.0,31.0,32.0,24.0,-53394620.0,-528547110.0,-59294030.0,-2619261200.0,-7057040000.0,-2604259700.0,32.0,7.0,7.0,6.0,8.0,6.0,6.0,-824082300.0,-958956000.0,-783078200.0,8.0,-609830.0,-876912120.0,-7799040.0,-760623710.0,-320467730.0,-809918830.0,-711471040.0,-7840783000.0,-366036500.0,-33696460.0
22,-7618234700.0,-3984598200.0,-9748022100.0,-5936402300.0,-56454351000.0,-6852311600.0,-587441230000.0,-902509700000.0,-605939380000.0,-9424054500.0,-476247700.0,-138013870.0,-527852850.0,-466146670.0,-965796600.0,-497949800.0,-5630563000.0,-16591657000.0,-6340633000.0,-99210000.0,-51.0,-136413680.0,-42.0,-769476980.0,-972497260.0,-784778490.0,-6067606500.0,-5875586900.0,-642639000.0,-45.0,-940705800.0,-501249750.0,-1398310.0,-559443910.0,-547745090.0,-589240970.0,-4880487700.0,-55845583000.0,-5840583800.0,-514648420.0
23,-9333063100.0,-6121384300.0,-1506846100.0,-8877108000.0,-6073908000.0,-9814015400.0,-611038870000.0,-934506510000.0,-630036970000.0,-3917100.0,-9.0,-6.0,-9.0,-7.0,-8.0,-2.0,-894789420.0,-3216321500.0,-941094040.0,-9703.9,-9492.5,-5.0,-4.799999999999272,-7.0,-5.0,-4.0,-149514930.0,-330533000.0,-186218590.0,-5367.8,-469952910.0,-86213530.0,-528347080.0,-595440350.0,-965803320.0,-617138200.0,-172016800.0,-8338320000.0,-1277127300.0,-245175390.0
24,-8056190800.0,-4567539800.0,-198977000.0,-6803315500.0,-57854211000.0,-7726224200.0,-600339940000.0,-925007460000.0,-618938070000.0,-9747022100.0,-546245250.0,-222177670.0,-59740010.0,-568143040.0,-127087150.0,-600339860.0,-3969602000.0,-12098788000.0,-4729526000.0,-177582130.0,51.0,-14785060.0,42.0,-785021430.0,-99100560.0,-800419910.0,-5978401800.0,-5583440900.0,-6312368400.0,44.0,-781321750.0,-278672020.0,-851014790.0,-211878680.0,-962403640.0,-23576030.0,-9872986900.0,-65296528000.0,-887088400.0,-421957700.0
25,-5150481600.0,-661930500.0,-7212275900.0,-943901600.0,-48325164000.0,-1821814800.0,-57841900000.0,-909908970000.0,-598640110000.0,-7698227200.0,2.0,5.0,-2.0,9.0,46.349999999999994,6.0,-4270572100.0,-90430955000.0,-4429556200.0,10.0,5617.8,4.399999999999636,3.399999999999636,5.0,4.0,3.0,-6649334900.0,-457953800.0,-6675332300.0,-1394.4,-908908910.0,-885711240.0,-17198110.0,-768922880.0,-327467040.0,-818318000.0,-975397440.0,-8360836000.0,-63362570.0,-47995030.0
26,-7331263400.0,-30627200.0,-9464050500.0,-5629433000.0,-56154380000.0,-6546342200.0,-687531220000.0,-115388420000.0,-706129360000.0,-9137083200.0,-393339430.0,-136113680.0,-467346810.0,-581358210.0,-349334940.0,-615761600.0,-4791520700.0,-3754624000.0,-4260573900.0,-76876790.0,-54.0,-208820910.0,-44.0,-850585090.0,-70207030.0,-866686680.0,-7829782800.0,-7041704000.0,-8167816600.0,-47.0,-896710200.0,-453854490.0,-970102880.0,-508449010.0,-489250950.0,-537746110.0,-7209720600.0,-73427341000.0,-8284828100.0,-423557530.0
27,-8724124000.0,-5548441600.0,-913905500.0,-8359159800.0,-60543941000.0,-9301066600.0,-759024060000.0,-251474810000.0,-778322140000.0,-220974700.0,-4.0,3.0,-2.0,-59405920.0,-393939370.0,-57805760.0,-7538245900.0,-2496749600.0,-7861213600.0,14.0,-9.0,-8.0,-8.0,-9.0,-6.0,-8.0,-972797250.0,-545454520.0,-13201290.0,-8.0,-419257980.0,-810318880.0,-475152410.0,-541045790.0,-908709040.0,-562143700.0,-3666366100.0,-8790877000.0,-4936493200.0,-116988220.0
28,-7270269400.0,-392598200.0,-9462050700.0,-649337800.0,-58374159000.0,-7519244800.0,-72527200000.0,-187181230000.0,-746925270000.0,-9025094200.0,-606339190.0,-434856340.0,-718927950.0,-798620.0,-993900410.0,-63693450.0,-1563842700.0,-28017197000.0,-3165682500.0,-248075010.0,45.0,39.0,36.0,-597740160.0,-741625780.0,-611738780.0,-5167483000.0,-4463553200.0,-5511448600.0,40.0,-685431350.0,-176882210.0,-749624940.0,-105789300.0,-847915090.0,-131386760.0,-5957595300.0,-91799178000.0,-717713000.0,-280571840.0
29,-4540542500.0,-49941200.0,-6700326900.0,-1725823300.0,-50744922000.0,-2633733500.0,-648435130000.0,-898690000.0,-667233250000.0,-7133283500.0,-808219000.0,-29969650.0,-94505160.0,-156184190.0,-754024440.0,-202379570.0,-5722426900.0,-8974101700.0,-7431256000.0,-881011710.0,-1982.7,758.32,-2024.4,6474.8,2.0,6536.7,-324032300.0,-885088300.0,-234023300.0,-2629.1,-791320670.0,-752824530.0,-894610370.0,-60538730.0,-120587730.0,-658633970.0,-1228122700.0,-16651665000.0,-1918191700.0,-969602870.0
30,-576938600.0,-7952201100.0,-2886708000.0,-1839812000.0,-66033393000.0,-2819715000.0,-685331440000.0,-964303520000.0,-704429530000.0,-2451751400.0,-934906360.0,-978002030.0,-97090130.0,-886311210.0,-66233420.0,-922207580.0,-7926206400.0,-6665332600.0,-9462052800.0,-627837030.0,-45.0,-21902220.0,-37.0,-548754910.0,-549054910.0,-562256240.0,-7114711200.0,-5619561500.0,-7237723500.0,-41.0,-308969010.0,-780921820.0,-35564230.0,-684031480.0,-381861710.0,-70329350.0,-8282827800.0,-85278526000.0,-9486948200.0,73.0
31,-5324462200.0,-9579037000.0,-8593135900.0,-56564337000.0,-45355459000.0,-57924203000.0,-66533100000.0,-858214110000.0,-69430200000.0,-2234771600.0,112.0,-45354420.0,57.0,-144985330.0,-206579180.0,-170482890.0,-81091690.0,-5346464700.0,-90490750.0,-183618260.0,52.0,-148285120.0,42.0,-771222810.0,-949504980.0,-786321310.0,-6468352700.0,-183980900.0,-6727326800.0,45.0,-904109450.0,-692830590.0,-969602920.0,-234876340.0,-177182120.0,-26672820.0,-8931892400.0,-89358933000.0,-697068900.0,-193180560.0
32,-8939100200.0,-17268267000.0,-2367758000.0,-72392754000.0,-76782316000.0,-73932602000.0,-834516510000.0,-260773850000.0,-865513410000.0,-1173877300.0,-66266140.0,-555955620.0,-736973730.0,-160416040.0,-35.0,-178217860.0,-8671866900.0,-4480447900.0,-9443944100.0,-71007110.0,9.0,10.0,7.0,11.0,7.0,10.0,-1863813400.0,-8518147800.0,-1809818800.0,12.0,20.0,21.0,25.0,18.0,7.0,31.0,-330032000.0,-51555152000.0,-260250000.0,23.0
33,-2796714900.0,-7409254000.0,-6037391400.0,-54964498000.0,-44825511000.0,-56334362000.0,-752224740000.0,-143985530000.0,-782221730000.0,-8732121900.0,-951295300.0,-131613300.0,-107510900.0,-355435690.0,-1563156400.0,-426042670.0,-16421641000.0,-2450243000.0,-18391838000.0,-433943550.0,-24.0,-21.0,-20.0,-25.0,-469947000.0,-14.0,-635163490.0,-568056700.0,-838983870.0,-21.0,-60993750.0,-792620600.0,-136686200.0,-202779550.0,-890510790.0,-238776000.0,-280273000.0,-750072000.0,-4550454300.0,-359963880.0
34,-1219872800.0,-4509544000.0,-4384556900.0,-49405053000.0,-3396577000.0,-50714924000.0,-701729780000.0,-55294410000.0,-731126840000.0,-8314163800.0,-16.0,-16.0,-17.0,-14.0,-20.0,-10.0,-9983998100.0,-7609760300.0,-358035500.0,-18.0,1823.3,488.25,1.0,-2584.7,0.0,-2587.7,-128187180.0,-11101080.0,-11488400.0,3970.1,-526447180.0,-438855940.0,-618837970.0,-204979290.0,-572742520.0,-24574800.0,-3487348200.0,-6266240000.0,-5016501100.0,-699229930.0
35,-3336661000.0,-7409254000.0,-6545340700.0,-53904603000.0,-41725822000.0,-55244470000.0,-724027560000.0,-85891350000.0,-75024600000.0,-9676027600.0,-664333320.0,-939205840.0,-802819500.0,-380761620.0,-2066793100.0,-43555560.0,-9925006600.0,-1019896000.0,-1399859100.0,-835916190.0,38.0,34.0,33.0,-313968550.0,-48395110.0,-324767490.0,-4644535300.0,-746251000.0,-4990500700.0,33.0,-334266410.0,-172582580.0,-420157840.0,-788720930.0,-873512460.0,-830416810.0,-4415440900.0,-85768574000.0,-6139613300.0,-52746970.0
36,-1043889600.0,-19428051000.0,-439546700.0,-74632530000.0,-79102083000.0,-76162378000.0,-83316300000.0,-278772060000.0,-867713190000.0,-2950699600.0,37.0,37.0,29.0,44.0,-512348730.0,37.0,-6148614400.0,-7002699300.0,-6086608300.0,40.0,9023.6,9535.3,9385.3,6.0,2.0,7.0,-5459545800.0,-7566756300.0,-5435543400.0,7.0,28.0,29.0,-15598400.0,26.0,12.0,38.0,-7114710600.0,-51805177000.0,-9328932000.0,-30496910.0
37,-5260468500.0,-9919003000.0,-8504144800.0,-57664227000.0,-47805213000.0,-59034092000.0,-688431120000.0,-20297910000.0,-718328130000.0,-1046890400.0,-354235580.0,-539354050.0,-471247250.0,-891989320.0,-1312131200.0,-950395090.0,-4044030000.0,-73797377000.0,-41854184000.0,-726572800.0,-30.0,-26.0,-26.0,-59605980.0,-677467750.0,-68006810.0,-2437243400.0,-7027702100.0,-2629262600.0,-26.0,-184681380.0,-918607990.0,-266673200.0,-319767840.0,-994900350.0,-356964170.0,-5973596700.0,-79787977000.0,-7670766500.0,-532446620.0
38,-3107684000.0,-6429352000.0,-6272368200.0,-51514842000.0,-36556339000.0,-52824713000.0,-634436510000.0,-934106530000.0,-663833570000.0,-127982500.0,-21.0,-20.0,-18.0,-24.0,-166016600.0,-16.0,-3386338500.0,-4455445300.0,-3524352300.0,-23.0,-8132.0,-4.0,-3.7000000000007276,-6.0,-3.0,-4.0,-271227100.0,-463146250.0,-315631540.0,-4177.9,-606139200.0,-520847740.0,-702529590.0,-282171560.0,-644235380.0,-328367000.0,-7887788300.0,-38653863000.0,-9263925900.0,-868413000.0
39,-4335561100.0,-8439151000.0,-7550240300.0,-55074486000.0,-43095685000.0,-56414353000.0,-671332820000.0,-993000630000.0,-701129850000.0,-703924700.0,-463553410.0,-671732600.0,-582341560.0,-54694250.0,-1560843600.0,-10788380.0,-38656133000.0,-70732924000.0,-40265971000.0,-826917100.0,33.0,29.0,28.0,-200779880.0,-913208640.0,-210478920.0,-4505549100.0,-4284570800.0,-4783521300.0,28.0,-368862940.0,-207579080.0,-456654190.0,-820317770.0,-899709840.0,-862313630.0,-893088700.0,-68806878000.0,-2508250200.0,-624137440.0
40,-1059888000.0,-19448050000.0,-4496545100.0,-74662527000.0,-79152079000.0,-76192375000.0,-837416210000.0,-280771860000.0,-86513100000.0,-3019692700.0,12.0,14.0,6.0,20.0,10.0,13.0,-7162283200.0,-31356863000.0,-7363263100.0,19.0,-4850.6,-5324.3,-1.199999999999818,-5843.6,-7106.5,-5898.9,-6759323900.0,-4751524600.0,-6674332400.0,4.0,28.0,29.0,-14198530.0,26.0,12.0,38.0,-7314730700.0,-52025199000.0,-9525951800.0,-34796480.0
41,-4296565000.0,-8939101000.0,-7536241600.0,-56624332000.0,-46685325000.0,-57994196000.0,-747025250000.0,-11987400000.0,-776922260000.0,-131981800.0,-72472320.0,-996399780.0,-862286370.0,-448044950.0,-2128212900.0,-5851130.0,-7832782700.0,-4392438500.0,-9274927000.0,-913191470.0,-35.0,-31.0,-30.0,-202220250.0,-848584870.0,-212021210.0,-1626162500.0,-7982798100.0,-1898189800.0,-31.0,-148485000.0,-87611990.0,-228677000.0,-276772150.0,-944105430.0,-30968510.0,-9864985800.0,-97269724000.0,-1671166400.0,-447355130.0
42,-1440850700.0,-4819513000.0,-4612534100.0,-49925001000.0,-35086486000.0,-51244871000.0,-6729000000.0,-92990000.0,-739126040000.0,-8548140400.0,-32.0,-25.0,-25.0,-104310450.0,-909790980.0,-110411050.0,-26972410.0,-8683131400.0,-303969560.0,-22.0,-9.0,-8.0,-8.0,-10.0,-6.0,-9.0,-318031750.0,-143514270.0,-397139660.0,-10.0,-514548370.0,-3857870.0,-606539190.0,-168682910.0,-505949210.0,-213878460.0,-3859385400.0,-63416339000.0,-5397539100.0,-699129930.0
43,-2369757600.0,-6609334000.0,-5600435200.0,-53434650000.0,-41885806000.0,-5464516000.0,-751724780000.0,-14085300000.0,-781921760000.0,-8827112400.0,-917707970.0,-61993550.0,-66793090.0,-254474250.0,-1386861000.0,-321867580.0,-13078691000.0,-9700000.0,-15058493000.0,-391360620.0,29.0,24.0,23.0,-63593600.0,-744725490.0,-72192760.0,-309868920.0,-9277072100.0,-579441950.0,26.0,-230976740.0,-61193730.0,-311668700.0,-66233160.0,-731526660.0,-707029160.0,-7798779200.0,-90949092000.0,-9547954100.0,-444155440.0
44,-9983995600.0,-18668127000.0,-3446650000.0,-7432544000.0,-80181976000.0,-76032391000.0,-873012650000.0,-333066620000.0,-904509500000.0,-2050789400.0,-335266360.0,-482851590.0,-435356350.0,-654234440.0,-955104390.0,-681931660.0,-6489350500.0,-543945000.0,-7588240600.0,-524047450.0,0.0,1.0,-2.0,2.0,-1.0,1.0,-8879887800.0,-7597759400.0,-8858885700.0,-3554.2,21.0,22.0,25.0,19.0,7.0,33.0,-40030000.0,-53305327000.0,-260250000.0,24.0
45,-8239170400.0,-13878606000.0,-1605834400.0,-63613632000.0,-57664228000.0,-65043491000.0,-756824270000.0,-19198010000.0,-786921270000.0,-3944600400.0,3766.2,-56505680.0,6887.1,-376837730.0,-801980180.0,-398839820.0,-41.0,-6078607500.0,-43.0,-231576860.0,-38.0,-34.0,-32.0,-350535080.0,-188818890.0,-361936200.0,-754075200.0,-5274526900.0,-882087900.0,-34.0,-869012960.0,-616838180.0,-933306550.0,-67493080.0,-839815860.0,-9789730.0,-1776176900.0,-720069000.0,-3632362500.0,-209978880.0
