n_events,mean,std,min,p01,p50,p99,max,split,n_files
163665,4.4456405549038746e-17,0.9999999999999999,-1.8043506340824063,-1.400912984162459,-0.43093280432163367,2.2083321618312652,4.039115401500213,train,72
26729,-0.17137993866315407,0.9361470982515477,-1.539922800096822,-1.4146468079974266,-0.470176853410315,2.2605705157562914,3.3497860182782864,val,12
26771,-0.11554814752717404,0.9266438094631824,-1.5933497416453564,-1.551907870712727,-0.4428403380906609,1.9307511350051607,3.4375756365074155,test,12
