n_events,mean,std,min,p01,p50,p99,max,split,n_files
164034,-8.871279873908367e-17,1.0,-1.8036801555058595,-1.460078602025597,-0.41163443102975483,2.163815391449449,4.110258477271304,train,72
31451,0.24446941179785764,1.0258071482147086,-1.2804316879239865,-1.2381683737228428,0.8495932589009872,2.4452138769270597,3.4105543181148796,val,12
21680,-0.4882042833341932,0.7417880208536535,-1.590134577977828,-1.5571010940025387,-0.6612653970398943,1.8708311049001394,4.110258477271304,test,12
