epoch,train_loss,val_loss,val_acc,val_f1_macro
1,1.8066353930367365,1.7572614749272664,0.16666666666666666,0.11666666666666665
2,1.7217462460199993,1.6710656483968098,0.3333333333333333,0.2619047619047619
3,1.5907284418741863,1.5664310057957966,0.25,0.18095238095238098
4,1.467113282945421,1.4151686032613118,0.3333333333333333,0.2619047619047619
5,1.3444858259624906,1.3802541494369507,0.4166666666666667,0.4555555555555555
6,1.2507402996222179,1.3186404307683308,0.3333333333333333,0.2698412698412698
7,1.2055317329035864,1.088889241218567,0.3333333333333333,0.2619047619047619
8,1.0121974150339763,1.0438157320022583,0.5,0.423015873015873
9,1.0937735670142703,1.099847396214803,0.5,0.4388888888888889
10,1.128324806690216,1.0483569304148357,0.5,0.4587301587301587
11,0.9349012308650546,0.9299044013023376,0.5833333333333334,0.4833333333333334
12,0.9074429968992869,1.0041842857996623,0.4166666666666667,0.41111111111111115
13,0.968490891986423,0.9285105665524801,0.6666666666666666,0.6333333333333333
14,0.8866367207633125,0.933156947294871,0.6666666666666666,0.6277777777777778
15,0.8039304382271237,1.1332560181617737,0.4166666666666667,0.4555555555555555
16,0.9102048046059079,1.1193792819976807,0.4166666666666667,0.3277777777777778
17,0.8215586592753729,0.8200905720392863,0.5833333333333334,0.5499999999999999
18,0.7751488089561462,0.7802167137463888,0.5833333333333334,0.5444444444444444
19,0.7047179225418303,0.9096482594807943,0.5833333333333334,0.5444444444444444
20,0.8808119363254971,0.9633403619130453,0.5833333333333334,0.5166666666666667
21,0.8515169471502304,0.8415345251560211,0.6666666666666666,0.6333333333333333
22,0.6557139174805747,0.7380275328954061,0.5833333333333334,0.561111111111111
23,0.6431355128685633,0.7934150497118632,0.5833333333333334,0.5777777777777777
24,0.8165029635032018,0.8680195013682047,0.5833333333333334,0.5222222222222223
25,0.7369944337341521,0.9468067089716593,0.6666666666666666,0.6055555555555555
26,0.6258700009849336,0.8644323547681173,0.5833333333333334,0.561111111111111
27,0.5948666135470072,1.0621973474820454,0.4166666666666667,0.3333333333333333
28,0.5836592407690154,0.6017072995503744,0.75,0.7388888888888889
29,0.6288329259388976,0.566541463136673,0.75,0.7388888888888889
30,0.540255818516016,0.660082221031189,0.6666666666666666,0.6611111111111111
31,0.5168326935834355,0.5350498755772909,0.75,0.7388888888888889
32,0.4998272649115986,0.6784354150295258,0.6666666666666666,0.6277777777777778
33,0.5218614803420173,0.7882951498031616,0.6666666666666666,0.6277777777777777
34,0.5073017780151632,0.712357759475708,0.5833333333333334,0.5777777777777778
35,0.5164528729187118,0.6581134597460429,0.5833333333333334,0.5444444444444444
36,0.4077354371547699,0.6852421164512634,0.6666666666666666,0.6555555555555556
37,0.4584752457837264,0.7744631171226501,0.5833333333333334,0.5444444444444444
38,0.5263354252609942,0.6133220891157786,0.75,0.7444444444444445
39,0.45334889574183357,0.5925017098585764,0.75,0.7444444444444445
40,0.40681876200768685,0.6045945783456167,0.5833333333333334,0.5222222222222223
41,0.39929290633234715,0.6030583182970682,0.75,0.7444444444444445
42,0.38689185223645634,0.4508109192053477,0.8333333333333334,0.8222222222222223
43,0.36808519023987984,0.5182210405667623,0.5833333333333334,0.5611111111111111
44,0.47895584917730755,0.8378592729568481,0.5833333333333334,0.5277777777777778
45,0.589250433155232,0.6777027050654093,0.6666666666666666,0.611111111111111
46,0.5069016667289866,0.9115785757700602,0.5,0.39444444444444443
47,0.4483670037653711,0.5499587754408518,0.75,0.6777777777777777
48,0.34815724939107895,0.5298903261621793,0.75,0.7444444444444445
49,0.4732014420959685,0.8436447779337565,0.6666666666666666,0.6611111111111111
50,0.565055420415269,0.7168545126914978,0.6666666666666666,0.611111111111111
51,0.47733026142749524,0.7035802106062571,0.75,0.7388888888888889
52,0.4618810589114825,0.798322339852651,0.6666666666666666,0.6055555555555555
53,0.3543450819949309,0.8659841418266296,0.6666666666666666,0.6277777777777778
54,0.3018267078118192,0.45023908217748004,0.75,0.7444444444444445
55,0.3000434599816799,0.5812995135784149,0.6666666666666666,0.6055555555555555
56,0.2857492609570424,0.6398480236530304,0.6666666666666666,0.6055555555555555
57,0.23738292242503828,0.5344743629296621,0.6666666666666666,0.6055555555555555
58,0.24876300204131338,0.9796738997101784,0.6666666666666666,0.6277777777777778
59,0.2657582370771302,1.1536834140618641,0.5833333333333334,0.5555555555555555
60,0.5529828299250867,0.6663316885630289,0.6666666666666666,0.6611111111111111
