epoch,train_loss,val_loss,val_acc,val_f1_macro
1,1.815621746910943,1.744443694750468,0.4166666666666667,0.3111111111111111
2,1.772286746237013,1.6935555934906006,0.3333333333333333,0.1851851851851852
3,1.6622772879070706,1.501537283261617,0.5,0.42857142857142855
4,1.5105616648991902,1.2976948420206706,0.6666666666666666,0.6444444444444444
5,1.3383039368523493,1.1479580799738567,0.75,0.7111111111111111
6,1.244464894135793,1.3621707359949748,0.16666666666666666,0.08333333333333333
7,1.3044907848040264,1.006026844183604,0.6666666666666666,0.6055555555555555
8,1.0801814364062414,0.9048564632733663,0.5833333333333334,0.4777777777777778
9,1.04582675298055,0.8524620532989502,0.6666666666666666,0.611111111111111
10,1.0096545418103535,0.8316119710604349,0.75,0.6777777777777779
11,0.9258320596483018,1.0322680672009785,0.5833333333333334,0.561111111111111
12,0.9500143064392937,0.7255467573801676,0.9166666666666666,0.9111111111111111
13,1.0524391035238903,0.7822295626004537,0.75,0.6777777777777779
14,0.8607926385270225,0.7795693476994833,0.8333333333333334,0.7666666666666666
15,0.8147278527418772,1.1400078932444255,0.5,0.46296296296296285
16,0.8155259092648824,1.068196674187978,0.5833333333333334,0.5166666666666667
17,1.0667947481075923,0.7463660637537638,0.6666666666666666,0.6174603174603174
18,0.8027049054702123,0.7475024461746216,0.6666666666666666,0.6611111111111111
19,0.7536621756023831,0.570273886124293,0.75,0.6777777777777779
20,0.7848825222916074,0.5259207487106323,0.8333333333333334,0.7666666666666666
21,0.773612724410163,0.63068687915802,0.6666666666666666,0.5444444444444444
22,0.9113387051555846,0.6315100093682607,0.5833333333333334,0.5333333333333333
23,0.7218904627694024,0.5425538023312887,0.9166666666666666,0.9111111111111111
24,0.6296501888169183,0.46588889757792157,0.75,0.6777777777777779
25,0.6961311019129224,1.1941468516985576,0.5,0.4563492063492063
26,0.708258600698577,0.6570481558640798,0.75,0.7444444444444445
27,0.6388908392853208,0.48151321212450665,0.8333333333333334,0.8222222222222223
28,0.5517084375023842,0.4113822976748149,0.8333333333333334,0.8277777777777778
29,0.7672566498319308,0.37707575658957165,0.9166666666666666,0.9111111111111111
30,0.688833931254016,0.7956686119238535,0.75,0.7444444444444445
31,0.5652651596400473,0.5230982303619385,0.9166666666666666,0.9111111111111111
32,0.5930029505656825,0.6296772956848145,0.75,0.7444444444444445
33,0.5217815587917963,0.34043508271376294,0.9166666666666666,0.911111111111111
34,0.568607833650377,0.3727111617724101,0.8333333333333334,0.8222222222222223
35,0.48927340159813565,0.43535027901331586,0.8333333333333334,0.8222222222222223
36,0.6082148195968734,0.4289434452851613,0.8333333333333334,0.8277777777777776
37,0.5632669271694289,0.3945228159427643,0.8333333333333334,0.8222222222222223
38,0.4925448422630628,0.3187219301859538,1.0,1.0
39,0.5585213750600815,0.42004576325416565,0.9166666666666666,0.9111111111111111
40,0.5492578891830312,0.4155742973089218,0.8333333333333334,0.8222222222222223
41,0.7098814580175612,1.344127396742503,0.5833333333333334,0.5388888888888889
42,0.8281332651774088,0.9545263250668844,0.75,0.7444444444444445
43,0.5433120686146948,0.3584962685902913,0.8333333333333334,0.8222222222222223
44,0.46812273810307187,0.46084190408388775,0.8333333333333334,0.8277777777777776
45,0.5870260496934255,0.33369970818360645,0.9166666666666666,0.9111111111111111
46,0.5018807583385043,0.43834922711054486,0.75,0.7388888888888889
47,0.5698607804046737,1.2169957955678303,0.6666666666666666,0.6333333333333334
48,0.5861604263385137,0.8176080783208212,0.75,0.7444444444444445
49,0.6000651464694076,0.3216191778580348,0.9166666666666666,0.9111111111111111
50,0.5496243089437485,0.3161707818508148,0.9166666666666666,0.9111111111111111
51,0.43879198138084674,0.589203675587972,0.75,0.7444444444444445
52,0.40500369999143815,0.30985497931639355,0.8333333333333334,0.8277777777777778
53,0.39435264302624595,0.3079291631778081,0.8333333333333334,0.8277777777777778
54,0.3912912474738227,0.7928308248519897,0.75,0.7444444444444445
55,0.554226950638824,1.0527679721514385,0.75,0.7444444444444445
56,0.6066026820076836,0.7728721896807352,0.75,0.7444444444444445
57,0.542980943289068,0.4073750873406728,0.8333333333333334,0.8277777777777778
58,0.4554487346775002,0.6454988916714987,0.8333333333333334,0.8277777777777778
59,0.4000136736366484,0.602615753809611,0.75,0.7444444444444445
60,0.34080947645836407,0.5522396812836329,0.9166666666666666,0.9111111111111111
