rank,node_number,x_n,y_n,z_n,t_n,score
1,5954,0.875,0.300271875,0.7551740754126008,0.27586206896551724,22221.110222222218
2,10484,0.1125,0.71875,0.8009998795325863,0.6896551724137931,7543.489905660376
3,19698,0.5531375,0.7283125,0.9244910251776894,0.0,7142.998999999999
4,3433,0.3625,0.15625,0.8226719672328634,0.0,7141.284714285714
5,20705,0.14875875,0.44781250000000006,0.9647150945669196,0.6206896551724137,7018.599299999999
6,16824,0.125,0.36815625,0.819069991567281,0.6206896551724137,6994.499299999999
7,6774,0.1125,0.47734375,0.9839657872545476,0.3448275862068966,6994.199299999998
8,19744,0.5235125,0.73728125,0.9507529213347788,1.0,6666.776999999998
9,17160,0.5889,0.685375,0.8472352728586917,0.3448275862068966,5996.699299999999
10,20132,0.4699375,0.5743750000000001,0.9346946151066136,0.6206896551724137,5992.299299999999
11,23310,0.3625,0.4806875,0.9851343211661244,0.0,5715.42757142857
12,23035,0.8625,0.8369375,0.9940127695458378,0.48275862068965514,4931.06439842209
13,24013,0.434375,0.5033125,0.9877484640404769,0.6896551724137931,4722.735188679245
14,7841,0.3625,0.41453125,0.9224189856643776,0.8275862068965517,4346.434173913043
15,21585,0.15468375,0.87240625,0.9534513913986267,0.6896551724137931,3773.6785849056596
16,7657,0.375,0.559375,0.9468497771352848,0.6206896551724137,2991.4992999999995
17,9767,0.875,0.45034375000000004,0.8712323816407661,0.3448275862068966,2005.2992999999997
18,210,0.0625,0.78125,0.62643055053608,0.6896551724137931,1886.8861320754713
19,4006,0.375,0.184375,0.8542103361040838,0.0,1429.141857142857
20,2976,0.125,0.215625,0.6754909047102758,0.9655172413793103,1001.1992999999998
21,9302,0.8625,0.50559375,0.8852547885796891,0.13793103448275862,1000.7992999999998
22,13972,0.875,0.84603125,0.8808095410191542,0.48275862068965514,986.4884615384614
23,11810,0.3625,0.8004999999999999,0.8906396819660282,0.48275862068965514,986.2912228796843
24,9458,0.875,0.3795,0.7440320443320082,0.6896551724137931,938.0182075471696
25,9020,0.6125,0.5625,0.7885315022286471,0.8275862068965517,873.2167826086956
26,4333,0.6125,0.28247187500000004,0.9134441633538127,0.8275862068965517,869.6515652173912
27,2737,0.125,0.16053125,0.9588001445608962,0.3448275862068966,700.0293999999999
28,11516,0.3625,0.77103125,0.8653776653415252,0.27586206896551724,555.8882222222221
29,4766,0.625,0.14876562499999998,0.9005421033610408,0.6206896551724137,500.0793999999999
30,2103,1.0,0.828125,0.62643055053608,0.6206896551724137,500.04939999999993
31,9150,0.6125,0.39828125000000003,0.7859414528370076,1.0,445.92155555555547
32,1796,0.6875,0.890625,0.6023370678231538,0.27586206896551724,444.37711111111105
33,2044,1.0,0.09375,0.6023370678231538,0.8275862068965517,347.80817391304345
34,9157,0.6125,0.371875,0.6752463558607397,1.0,333.17711111111106
35,1031,0.6875,0.09375,0.6023370678231538,0.48275862068965514,295.8475345167652
36,8985,0.6125,0.625,0.6996542585230695,0.27586206896551724,266.63266666666664
37,10729,0.1125,0.65934375,0.7478014697024454,0.0,211.85714285714283
38,16063,0.125,0.64625,0.7619563907962895,0.0,202.28571428571425
39,189,0.4375,0.796875,0.62643055053608,0.48275862068965514,197.14930966469424
40,6342,0.125,0.64378125,0.7470545717383447,0.0,182.7142857142857
41,8208,0.3625,0.65003125,0.7478014697024454,0.0,180.42857142857142
42,16064,0.14860375,0.6446875000000001,0.7675219853029756,0.0,178.42857142857142
43,15587,0.12499999999999992,0.66190625,0.7740151788941092,0.0,173.99999999999997
44,10445,0.1125,0.65996875,0.7669437417178653,0.0,173.7142857142857
45,16267,0.83895,0.6446875000000001,0.767509938561619,0.0,173.1428571428571
46,10913,0.125,0.66328125,0.762462353933261,0.0,172.85714285714283
47,16081,0.1843175,0.64546875,0.7646910010842067,0.0,167.99999999999997
48,10716,0.1125,0.6639062499999999,0.7352017829177208,0.0,167.42857142857142
49,10720,0.1125,0.66328125,0.762462353933261,0.0,166.28571428571428
50,8376,0.625,0.65003125,0.7478014697024454,0.0,166.1428571428571
51,10729,0.1125,0.65934375,0.7478014697024454,0.27586206896551724,165.4444444444444
52,14261,0.875,0.65996875,0.7669437417178653,0.0,164.7142857142857
53,16082,0.1645725,0.64678125,0.7600048186965426,0.0,161.99999999999997
54,15798,0.8625,0.6619375,0.7741838332730996,0.0,161.85714285714283
55,16251,0.8033625000000001,0.64546875,0.7646910010842067,0.0,161.57142857142856
56,10729,0.1125,0.65934375,0.7478014697024454,1.0,158.4444444444444
57,7194,0.1125,0.65003125,0.7478014697024454,0.0,158.42857142857142
58,10730,0.1125,0.66559375,0.7470545717383447,0.0,158.1428571428571
59,16063,0.125,0.64625,0.7619563907962895,0.27586206896551724,157.33333333333331
60,16063,0.125,0.64625,0.7619563907962895,1.0,155.88888888888886
61,16250,0.82305,0.64678125,0.7600048186965426,0.0,154.99999999999997
62,10729,0.1125,0.65934375,0.7478014697024454,0.13793103448275862,151.59999999999997
