Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,-6000000.0,-6529000000.0,-106000000.0,-6000000.0,-10000000.0,-6000000.0,0.0,0.0,0.0,-7000000.0,-302700000.0,0.0,-400000.0,-200000.0,-100000.0,-879700000.0,0.0,0.0,0.0,-400000.0,-13.0,-10.0,-12.0,-11.0,-100000.0,-10.0,-100000.0,0.0,-352000000.0,-11.0,-400000.0,794400000.0,-400000.0,-400000.0,-400000.0,-300000.0,-1000000.0,0.0,0.0,-40.0
2,-7000000.0,7925000000.0,-7000000.0,-6000000.0,0.0,-6000000.0,-10000000.0,0.0,-10000000.0,-6000000.0,12.0,-1.0,17.0,10.0,0.0,21.0,0.0,-1000000.0,0.0,19.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-600000.0,-300000.0,-600000.0,-500000.0,685300000.0,-500000.0,-1000000.0,0.0,0.0,-500000.0
3,-7000000.0,-4000000.0,-6000000.0,-5000000.0,-10000000.0,-6000000.0,-10000000.0,0.0,0.0,-6000000.0,6.0,8.0,0.0,16.0,-100000.0,21.0,-200000.0,-200000.0,-1000000.0,-7389.0,13.0,9.0,13.0,11.0,-100000.0,11.0,200000.0,100000.0,100000.0,12.0,-500000.0,-300000.0,-500000.0,-400000.0,-400000.0,-400000.0,0.0,0.0,0.0,-400000.0
4,-7000000.0,-5000000.0,-7000000.0,-6000000.0,-15760000000.0,-6000000.0,-10000000.0,0.0,-10000000.0,-7000000.0,-2.0,-1.0,0.0,1.0,-1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,2818.0,1.0,0.0,0.0,89.0,-400000.0,-300000.0,666500000.0,-300000.0,-300000.0,108600000.0,0.0,0.0,0.0,-300000.0
5,2441000000.0,-4000000.0,-6000000.0,-6071000000.0,-10000000.0,-5000000.0,0.0,0.0,0.0,-6000000.0,128500000.0,-100000.0,-200000.0,-200000.0,-726500000.0,-100000.0,0.0,0.0,0.0,-17.0,-14.0,-9.0,-14.0,-12.0,-100000.0,-12.0,-773000000.0,0.0,655300000.0,-14.0,-600000.0,-300000.0,-500000.0,-400000.0,-802300000.0,-500000.0,0.0,0.0,0.0,534100000.0
6,-6000000.0,796000000.0,3441000000.0,-5964000000.0,-14770000000.0,-6000000.0,-10000000.0,0.0,0.0,-8178000000.0,-3.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,-1.0,6.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-3.0,-600000.0,-300000.0,238800000.0,-500000.0,-400000.0,-221000000.0,0.0,0.0,0.0,609600000.0
7,-6000000.0,-5000000.0,-7000000.0,6304000000.0,-16840000000.0,-6000000.0,0.0,0.0,0.0,-7000000.0,16.0,13.0,15.0,17.0,52900000.0,14.0,0.0,0.0,0.0,-2.0,14.0,10.0,13.0,12.0,-100000.0,12.0,0.0,0.0,0.0,13.0,-43700000.0,-400000.0,-500000.0,-400000.0,-400000.0,-400000.0,0.0,-10000000.0,0.0,-500000.0
8,-7000000.0,-5000000.0,-7000000.0,-6000000.0,-10000000.0,-7485000000.0,-10000000.0,0.0,-10000000.0,-7000000.0,-4.0,1.0,-3.0,5880.0,3.0,-5957.0,-100000.0,-100000.0,0.0,-3.0,4.0,-1.0,-4.0,-3.0,2.0,-2.0,0.0,-100000.0,-100000.0,-4.0,-400000.0,-300000.0,-400000.0,-300000.0,-300000.0,-300000.0,0.0,0.0,0.0,-400000.0
9,-7000000.0,-5000000.0,-6000000.0,-5000000.0,0.0,-6000000.0,-34660000000.0,0.0,0.0,-6000000.0,-11.0,-7.0,-12.0,-6.0,-100000.0,-9.0,0.0,0.0,0.0,-10.0,-14.0,-9.0,-13.0,-11.0,-100000.0,-12.0,-1000000.0,0.0,0.0,-13.0,-1400000.0,-300000.0,-500000.0,-400000.0,-300000.0,-716800000.0,0.0,0.0,-1000000.0,-500000.0
10,-6000000.0,-4000000.0,-7000000.0,-6000000.0,0.0,-6000000.0,0.0,0.0,18800000000.0,-7000000.0,5.0,3.0,3.0,7.0,2.0,4.0,0.0,0.0,0.0,7.0,652.0,1183.0,-57.0,-5.0,1.0,3.0,0.0,0.0,0.0,6.0,-600000.0,-400000.0,-600000.0,-400000.0,-656600000.0,-500000.0,0.0,0.0,0.0,615000000.0
