rank,node_number,x_n,y_n,z_n,t_n,score
1,6404,0.125,0.36146875,0.6938103842910492,0.0,14282.28457142857
2,15672,0.6125,0.65878125,0.7625828213468256,0.9655172413793103,9475.470943396225
3,15121,0.5415875,0.0415909375,0.774219973497169,0.0,8571.570428571427
4,12247,0.375,0.9375,0.8297072641850378,0.8275862068965517,8352.499333333331
5,11586,0.3625,0.84375,0.650786652210577,0.9655172413793103,7537.829528301885
6,16071,0.12499999999999992,0.63378125,0.8038188170099987,0.3448275862068966,6999.799299999999
7,5917,0.875,0.326846875,0.7344705457173835,0.13793103448275862,6996.399299999999
8,22808,0.672475,0.52753125,0.980363811588965,0.27586206896551724,6666.5547777777765
9,16254,0.7439250000000001,0.64159375,0.7783640525237921,0.27586206896551724,6666.332555555554
10,7456,0.375,0.434375,0.7615106613661005,0.6206896551724137,5998.299299999999
11,837,0.25,0.125,0.62643055053608,0.0,5714.42757142857
12,17953,0.315125,0.09000625,0.9145886037826767,1.0,5555.443666666665
13,24082,0.7734375,0.50525,0.9875436694374171,0.48275862068965514,5454.635727272726
14,19597,0.7439250000000001,0.42284375,0.9480303577882182,0.48275862068965514,5454.635727272726
15,15481,0.7636000000000001,0.3585,0.7891217925551137,0.13793103448275862,5000.099299999999
16,22263,0.3032125,0.78296875,0.9930851704613902,0.6206896551724137,4986.4992999999995
17,18094,0.8031500000000001,0.081425,0.8975304180219251,0.9655172413793103,4717.074811320754
18,24073,0.434375,0.5033125,0.99979520539694,0.9655172413793103,4717.074811320754
19,17479,0.18441000000000002,0.6126875,0.8617034092278039,0.6896551724137931,4672.522710280373
20,2119,0.75,1.0,0.62643055053608,1.0,4448.443666666666
21,18902,0.6546375,0.6036875,0.882231056499217,0.8275862068965517,4167.249416666666
22,1488,0.1875,0.578125,0.6023370678231538,0.13793103448275862,4000.1992999999993
23,15767,0.7834,0.6723125,0.8090109625346344,0.6206896551724137,3999.0992999999994
24,11469,0.3625,0.6875,0.7059462715335502,0.6206896551724137,3899.5992999999994
25,5139,0.625,0.182234375,0.9998795325864354,0.9655172413793103,3773.395566037735
26,5139,0.625,0.182234375,0.9998795325864354,0.6896551724137931,3738.410560747663
27,16913,0.39865,0.37284375000000003,0.8323695940248163,0.48275862068965514,3636.0902727272723
28,8374,0.625,0.6379374999999999,0.7905914950006022,0.3448275862068966,2998.8992999999996
29,6847,0.1125,0.3943125,0.7915190940850501,0.0,2854.713285714285
30,5666,0.8625,0.040591875,0.7470545717383447,0.9655172413793103,2830.376698113207
31,560,0.6875,0.40625,0.62643055053608,0.48275862068965514,2727.3629999999994
32,3523,0.3625,0.278125,0.62643055053608,1.0,2213.443666666666
33,13252,0.625,0.66540625,0.7863028550777015,0.27586206896551724,2183.8881111111104
34,4162,0.375,0.28125,0.8586073966991927,0.3448275862068966,1000.1992999999998
35,7220,0.1125,0.5691875,0.9419226599204914,0.27586206896551724,889.9548888888887
36,12079,0.375,0.840625,0.7981448018311047,0.3448275862068966,804.5093999999998
37,12001,0.375,0.9640625,0.7157583423683893,0.6206896551724137,790.3493999999998
38,10869,0.125,0.73371875,0.8866401638356823,0.0,771.784857142857
39,11011,0.125,0.934375,0.67944103120106,0.27586206896551724,685.8215555555554
40,11666,0.3625,0.934375,0.8107697867726779,0.27586206896551724,649.6882222222221
41,8537,0.625,0.528125,0.6509613299602457,0.6206896551724137,605.9793999999999
