Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,0.0,1000000.0,0.0,1000000.0,2000000.0,2000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,139600000.0,0.0,100000.0,100000.0,0.0,0.0,0.0,5.0
2,0.0,-224000000.0,0.0,1000000.0,1000000.0,2000000.0,0.0,0.0,0.0,1000000.0,3.0,-3.0,-2.0,-4.0,-6.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,-517400000.0
3,0.0,0.0,1000000.0,1000000.0,-8935000000.0,2000000.0,0.0,0.0,0.0,-4697000000.0,0.0,2.0,-1.0,1.0,-4.0,2.0,0.0,100000.0,0.0,1.0,0.0,0.0,0.0,-2.0,-3.0,-2.0,0.0,0.0,-1.0,-1.0,0.0,100000.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,-368000000.0
4,0.0,0.0,0.0,7714000000.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,28.0,-7.0,12.0,1.0,15.0,2.0,0.0,0.0,-24.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,2000000.0,1000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,-7.0,1.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0
6,0.0,-2087000000.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,100000.0,100000.0,200000.0,0.0,0.0,0.0,100000.0
7,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,-4.0,-7.0,-2.0,-1.0,-2.0,-3.0,0.0,0.0,0.0,-1525.0,1.0,-1.0,-1.0,-2.0,-2.0,-3.0,100000.0,0.0,0.0,-1.0,0.0,100000.0,0.0,437500000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
8,0.0,1000000.0,0.0,1000000.0,2000000.0,1000000.0,0.0,0.0,0.0,1000000.0,-68.0,-2.0,26.0,1.0,-1.0,-8.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,7292.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,2000000.0,1000000.0,0.0,10000000.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,-1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,-868400000.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0
10,-1000000.0,0.0,0.0,1000000.0,2000000.0,7867000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348.0,954.0,15.0,2.0,-78.0,0.0,0.0,0.0,-2.0,-100000.0,124300000.0,0.0,0.0,200000.0,100000.0,0.0,0.0,0.0,100000.0
11,0.0,0.0,0.0,1000000.0,-791000000.0,1000000.0,0.0,0.0,0.0,-5435000000.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-2.0,-3.0,0.0,637100000.0,-1.0,-1.0,0.0,-881000000.0,0.0,100000.0,-355400000.0,100000.0,0.0,0.0,0.0,0.0
12,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,7188.0,0.0,-7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19000000.0,-673100000.0,100000.0,0.0,0.0,0.0,100000.0
13,0.0,1000000.0,-8711000000.0,1000000.0,1000000.0,-7442000000.0,0.0,0.0,0.0,4888000000.0,1.0,4.0,1.0,5.0,100000.0,6.0,0.0,0.0,0.0,5.0,-1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,100000.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,100000.0
14,0.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,3952000000.0,2.0,0.0,2.0,100000.0,200000.0,100000.0,1000000.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-604700000.0,100000.0,100000.0,0.0,0.0,0.0,100000.0
15,0.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,1000000.0,100000.0,-415700000.0,0.0,200000.0,200000.0,217900000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,100000.0,0.0,100000.0,100000.0,0.0,0.0,0.0,4.0
16,0.0,1000000.0,0.0,2000000.0,3000000.0,2000000.0,0.0,222400000000.0,0.0,2000000.0,0.0,0.0,0.0,-100000.0,0.0,-818200000.0,0.0,0.0,-1000000.0,0.0,0.0,1.0,1.0,3.0,-356300000.0,5.0,0.0,0.0,0.0,2.0,-1.0,0.0,100000.0,100000.0,0.0,100000.0,-2.0,0.0,1.0,4.0
17,0.0,0.0,1000000.0,2000000.0,2000000.0,-4435000000.0,0.0,0.0,0.0,847000000.0,-1.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,200000.0,0.0,100000.0,1000000.0,100000.0
18,0.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,-861200000.0,200000.0,881200000.0,0.0,0.0,0.0,-3.0,0.0,-1.0,-2.0,-3.0,100000.0,-5.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0
19,0.0,-6704000000.0,1000000.0,2000000.0,3000000.0,2000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,-1.0,0.0,0.0,0.0,-100000.0,0.0,0.0,2.0,0.0,1.0,1.0,5077.0,5.0,5119.0,-1.0,0.0,7.0,31.0,0.0,100000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100000.0
20,0.0,1000000.0,0.0,2000000.0,3000000.0,3000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,-579500000.0,-640700000.0,0.0,1.0,2.0,0.0,0.0,109000000.0,0.0,0.0,0.0,3.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,-326600000.0
21,0.0,1000000.0,1000000.0,1000000.0,3000000.0,2000000.0,0.0,0.0,0.0,2000000.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-5.0,-100000.0,0.0,0.0,515800000.0,200000.0,200000.0,0.0,0.0,0.0,100000.0
22,0.0,1000000.0,0.0,2000000.0,3000000.0,-8692000000.0,0.0,0.0,0.0,3898000000.0,-100000.0,100000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,-6.0,1.0,-2.0,-2.0,-29600000.0,0.0,100000.0,0.0,0.0,0.0,-3.0,0.0,-820700000.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
23,0.0,7552000000.0,1000000.0,2000000.0,2000000.0,-1509000000.0,0.0,0.0,0.0,2000000.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,9114.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6067.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,148600000.0
24,0.0,1000000.0,1207000000.0,2000000.0,3000000.0,2000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,7.0,-1.0,2.0,1.0,0.0,100000.0,0.0,0.0,0.0,0.0,3.0,-100000.0,0.0,0.0,100000.0,0.0,-129500000.0,0.0,0.0,0.0,100000.0
25,0.0,1000000.0,1000000.0,2000000.0,3000000.0,3000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,-6.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,100000.0,100000.0,100000.0,-59200000.0,200000.0,0.0,0.0,0.0,100000.0
26,0.0,1000000.0,-692000000.0,2000000.0,3000000.0,8427000000.0,100000000.0,0.0,0.0,3655000000.0,0.0,0.0,0.0,100000.0,100000.0,100000.0,0.0,-100000.0,397900000.0,100000.0,0.0,-2.0,-1.0,0.0,100000.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0
27,0.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,1000000.0,1.0,0.0,-1.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-256400000.0,0.0,0.0,100000.0,0.0,100000.0,100000.0,-634400000.0,-100000.0,0.0,0.0,100000.0
28,0.0,1000000.0,1000000.0,1000000.0,3000000.0,2000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,100000.0,100000.0,100000.0,192700000.0,0.0,0.0,0.0,14500000.0,-1.0,2.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
29,0.0,1000000.0,7345000000.0,1000000.0,3000000.0,-5739000000.0,0.0,0.0,0.0,1000000.0,100000.0,779500000.0,0.0,100000.0,-771200000.0,0.0,0.0,0.0,0.0,0.0,1.0,-2592.0,-1.0,-28.0,4.0,-49.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,100000.0,200000.0,100000.0,0.0,100000.0,0.0,0.0
30,0.0,1000000.0,1000000.0,2000000.0,3000000.0,3000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,0.0,-5.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-566000000.0,100000.0,100000.0,0.0,0.0,100000.0,5.0
31,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,-3.0,-5847.0,6.0,100000.0,-109600000.0,-19600000.0,0.0,100000.0,-100000.0,77200000.0,0.0,2.0,1.0,100000.0,100000.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0
32,0.0,1000000.0,-6245000000.0,0.0,10000000.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-834400000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0
33,0.0,1000000.0,-2501000000.0,0.0,10000000.0,10000000.0,0.0,0.0,100000000.0,2000000.0,-100000.0,100000.0,100000.0,100000.0,100000.0,200000.0,0.0,0.0,0.0,-87200000.0,0.0,-1.0,0.0,-2.0,-2.0,-3.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,605800000.0,100000.0,0.0,0.0,0.0,100000.0
34,0.0,1000000.0,1702000000.0,-7071000000.0,10000000.0,4000000.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-3.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,100000.0,-487700000.0,200000.0,0.0,0.0,0.0,100000.0
35,0.0,1000000.0,1000000.0,-440000000.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,100000.0,89200000.0,100000.0,200000.0,100000.0,0.0,0.0,0.0,100000.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,100000.0,0.0,200000.0,100000.0,0.0,0.0,0.0,-538100000.0
36,0.0,2000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
37,0.0,3529000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,-219500000.0,100000.0,200000.0,200000.0,200000.0,0.0,0.0,0.0,100000.0,0.0,-1.0,-1.0,-2.0,-3.0,-2.0,0.0,0.0,0.0,-2.0,0.0,100000.0,0.0,0.0,100000.0,-630800000.0,0.0,0.0,100000.0,100000.0
38,0.0,1000000.0,1000000.0,2000000.0,-31400000000.0,0.0,0.0,0.0,0.0,2000000.0,1.0,-1.0,0.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,-1.0,0.0,2.0,1.0,2.0,0.0,9953.0,0.0,0.0,0.0,-7.0,0.0,0.0,100000.0,205300000.0,100000.0,-223000000.0,0.0,0.0,0.0,100000.0
