regime_key,column,median,mad_raw,mad_floor_regime,scale_used,was_floored,n_samples,n_nonzero_absdev,files_used_in_regime
G1_S_H,Residual_EquivalentStress_t0p1,0.0,10000.0,9285.0,10000.0,False,146196,117718,6
G1_S_H,Residual_EquivalentStress_t0p5,0.0,10000.0,9285.0,10000.0,False,146196,114301,6
G1_S_H,Residual_EquivalentStress_t0p9,0.0,10000.0,9285.0,10000.0,False,146196,116757,6
G1_S_H,Residual_EquivalentStress_t1p1,0.0,11000.0,9285.0,11000.0,False,146196,118854,6
G1_S_H,Residual_EquivalentStress_t1p5,0.0,12300.0,9285.0,12300.0,False,146196,115179,6
G1_S_H,Residual_EquivalentStress_t1p9,0.0,10000.0,9285.0,10000.0,False,146196,118905,6
G1_S_H,Residual_EquivalentStress_t2p1,0.0,13300.0,9285.0,13300.0,False,146196,115568,6
G1_S_H,Residual_EquivalentStress_t2p5,0.0,18000.0,9285.0,18000.0,False,146196,118913,6
G1_S_H,Residual_EquivalentStress_t2p9,0.0,12000.0,9285.0,12000.0,False,146196,117838,6
G1_S_H,Residual_EquivalentStress_t3p0,0.0,8700.0,9285.0,9285.0,True,146196,124708,6
G1_S_L,Residual_EquivalentStress_t0p1,0.0,7935.0,7805.75,7935.0,False,146196,121728,6
G1_S_L,Residual_EquivalentStress_t0p5,0.0,10000.0,7805.75,10000.0,False,146196,118636,6
G1_S_L,Residual_EquivalentStress_t0p9,0.0,7700.0,7805.75,7805.75,True,146196,121333,6
G1_S_L,Residual_EquivalentStress_t1p1,0.0,9000.0,7805.75,9000.0,False,146196,120967,6
G1_S_L,Residual_EquivalentStress_t1p5,0.0,10000.0,7805.75,10000.0,False,146196,119617,6
G1_S_L,Residual_EquivalentStress_t1p9,0.0,9000.0,7805.75,9000.0,False,146196,122000,6
G1_S_L,Residual_EquivalentStress_t2p1,0.0,10100.0,7805.75,10100.0,False,146196,118150,6
G1_S_L,Residual_EquivalentStress_t2p5,0.0,11200.0,7805.75,11200.0,False,146196,115166,6
G1_S_L,Residual_EquivalentStress_t2p9,0.0,10000.0,7805.75,10000.0,False,146196,119229,6
G1_S_L,Residual_EquivalentStress_t3p0,0.0,8200.0,7805.75,8200.0,False,146196,123427,6
G1_W_H,Residual_EquivalentStress_t0p1,0.0,9500.0,9725.0,9725.0,True,146196,115870,6
G1_W_H,Residual_EquivalentStress_t0p5,0.0,11000.0,9725.0,11000.0,False,146196,113902,6
G1_W_H,Residual_EquivalentStress_t0p9,0.0,10000.0,9725.0,10000.0,False,146196,114895,6
G1_W_H,Residual_EquivalentStress_t1p1,0.0,12000.0,9725.0,12000.0,False,146196,119374,6
G1_W_H,Residual_EquivalentStress_t1p5,0.0,14000.0,9725.0,14000.0,False,146196,116887,6
G1_W_H,Residual_EquivalentStress_t1p9,0.0,12000.0,9725.0,12000.0,False,146196,117174,6
G1_W_H,Residual_EquivalentStress_t2p1,0.0,14000.0,9725.0,14000.0,False,146196,115319,6
G1_W_H,Residual_EquivalentStress_t2p5,0.0,16000.0,9725.0,16000.0,False,146196,110930,6
G1_W_H,Residual_EquivalentStress_t2p9,0.0,14000.0,9725.0,14000.0,False,146196,114436,6
G1_W_H,Residual_EquivalentStress_t3p0,0.0,10000.0,9725.0,10000.0,False,146196,122603,6
G1_W_L,Residual_EquivalentStress_t0p1,0.0,7000.0,7900.0,7900.0,True,146196,118779,6
G1_W_L,Residual_EquivalentStress_t0p5,0.0,10000.0,7900.0,10000.0,False,146196,116946,6
G1_W_L,Residual_EquivalentStress_t0p9,0.0,9000.0,7900.0,9000.0,False,146196,117730,6
G1_W_L,Residual_EquivalentStress_t1p1,0.0,10000.0,7900.0,10000.0,False,146196,121308,6
G1_W_L,Residual_EquivalentStress_t1p5,0.0,11000.0,7900.0,11000.0,False,146196,119690,6
G1_W_L,Residual_EquivalentStress_t1p9,0.0,10000.0,7900.0,10000.0,False,146196,120992,6
G1_W_L,Residual_EquivalentStress_t2p1,0.0,10700.0,7900.0,10700.0,False,146196,118890,6
G1_W_L,Residual_EquivalentStress_t2p5,0.0,12000.0,7900.0,12000.0,False,146196,114754,6
G1_W_L,Residual_EquivalentStress_t2p9,0.0,10600.0,7900.0,10600.0,False,146196,118531,6
G1_W_L,Residual_EquivalentStress_t3p0,0.0,9000.0,7900.0,9000.0,False,146196,122173,6
G2_S_H,Residual_EquivalentStress_t0p1,0.0,10000.0,9010.0,10000.0,False,146196,117923,6
G2_S_H,Residual_EquivalentStress_t0p5,0.0,10000.0,9010.0,10000.0,False,146196,113697,6
G2_S_H,Residual_EquivalentStress_t0p9,0.0,10000.0,9010.0,10000.0,False,146196,116656,6
G2_S_H,Residual_EquivalentStress_t1p1,0.0,10000.0,9010.0,10000.0,False,146196,118357,6
G2_S_H,Residual_EquivalentStress_t1p5,0.0,11000.0,9010.0,11000.0,False,146196,114272,6
G2_S_H,Residual_EquivalentStress_t1p9,0.0,10000.0,9010.0,10000.0,False,146196,119021,6
G2_S_H,Residual_EquivalentStress_t2p1,0.0,12000.0,9010.0,12000.0,False,146196,114299,6
G2_S_H,Residual_EquivalentStress_t2p5,0.0,13980.0,9010.0,13980.0,False,146196,110885,6
G2_S_H,Residual_EquivalentStress_t2p9,0.0,12000.0,9010.0,12000.0,False,146196,114198,6
G2_S_H,Residual_EquivalentStress_t3p0,0.0,8200.0,9010.0,9010.0,True,146196,122590,6
G2_S_L,Residual_EquivalentStress_t0p1,0.0,7900.0,7735.0,7900.0,False,146196,121645,6
G2_S_L,Residual_EquivalentStress_t0p5,0.0,9000.0,7735.0,9000.0,False,146196,118233,6
G2_S_L,Residual_EquivalentStress_t0p9,0.0,7600.0,7735.0,7735.0,True,146196,120264,6
G2_S_L,Residual_EquivalentStress_t1p1,0.0,8800.0,7735.0,8800.0,False,146196,121398,6
G2_S_L,Residual_EquivalentStress_t1p5,0.0,10000.0,7735.0,10000.0,False,146196,119459,6
G2_S_L,Residual_EquivalentStress_t1p9,0.0,8200.0,7735.0,8200.0,False,146196,121911,6
G2_S_L,Residual_EquivalentStress_t2p1,0.0,10000.0,7735.0,10000.0,False,146196,118377,6
G2_S_L,Residual_EquivalentStress_t2p5,0.0,10000.0,7735.0,10000.0,False,146196,115414,6
G2_S_L,Residual_EquivalentStress_t2p9,0.0,9400.0,7735.0,9400.0,False,146196,119006,6
G2_S_L,Residual_EquivalentStress_t3p0,0.0,7900.0,7735.0,7900.0,False,146196,122521,6
G2_W_H,Residual_EquivalentStress_t0p1,0.0,9000.0,9045.0,9045.0,True,146196,114574,6
G2_W_H,Residual_EquivalentStress_t0p5,0.0,10000.0,9045.0,10000.0,False,146196,112281,6
G2_W_H,Residual_EquivalentStress_t0p9,0.0,10000.0,9045.0,10000.0,False,146196,114012,6
G2_W_H,Residual_EquivalentStress_t1p1,0.0,11000.0,9045.0,11000.0,False,146196,117396,6
G2_W_H,Residual_EquivalentStress_t1p5,0.0,13000.0,9045.0,13000.0,False,146196,113992,6
G2_W_H,Residual_EquivalentStress_t1p9,0.0,11000.0,9045.0,11000.0,False,146196,116721,6
G2_W_H,Residual_EquivalentStress_t2p1,0.0,13000.0,9045.0,13000.0,False,146196,113778,6
G2_W_H,Residual_EquivalentStress_t2p5,0.0,15000.0,9045.0,15000.0,False,146196,110602,6
G2_W_H,Residual_EquivalentStress_t2p9,0.0,13000.0,9045.0,13000.0,False,146196,113753,6
G2_W_H,Residual_EquivalentStress_t3p0,0.0,9100.0,9045.0,9100.0,False,146196,121437,6
G2_W_L,Residual_EquivalentStress_t0p1,0.0,7000.0,7900.0,7900.0,True,146196,118039,6
G2_W_L,Residual_EquivalentStress_t0p5,0.0,10000.0,7900.0,10000.0,False,146196,115110,6
G2_W_L,Residual_EquivalentStress_t0p9,0.0,9000.0,7900.0,9000.0,False,146196,116984,6
G2_W_L,Residual_EquivalentStress_t1p1,0.0,10000.0,7900.0,10000.0,False,146196,120414,6
G2_W_L,Residual_EquivalentStress_t1p5,0.0,10140.0,7900.0,10140.0,False,146196,118984,6
G2_W_L,Residual_EquivalentStress_t1p9,0.0,10000.0,7900.0,10000.0,False,146196,120842,6
G2_W_L,Residual_EquivalentStress_t2p1,0.0,10600.0,7900.0,10600.0,False,146196,117068,6
G2_W_L,Residual_EquivalentStress_t2p5,0.0,11500.0,7900.0,11500.0,False,146196,114179,6
G2_W_L,Residual_EquivalentStress_t2p9,0.0,10000.0,7900.0,10000.0,False,146196,117469,6
G2_W_L,Residual_EquivalentStress_t3p0,0.0,9000.0,7900.0,9000.0,False,146196,120989,6
G3_S_H,Residual_EquivalentStress_t0p1,0.0,30000.0,22700.0,30000.0,False,146196,118648,6
G3_S_H,Residual_EquivalentStress_t0p5,0.0,40000.0,22700.0,40000.0,False,146196,111977,6
G3_S_H,Residual_EquivalentStress_t0p9,0.0,31000.0,22700.0,31000.0,False,146196,116733,6
G3_S_H,Residual_EquivalentStress_t1p1,0.0,26000.0,22700.0,26000.0,False,146196,123593,6
G3_S_H,Residual_EquivalentStress_t1p5,0.0,34000.0,22700.0,34000.0,False,146196,125042,6
G3_S_H,Residual_EquivalentStress_t1p9,0.0,28000.0,22700.0,28000.0,False,146196,126720,6
G3_S_H,Residual_EquivalentStress_t2p1,0.0,34000.0,22700.0,34000.0,False,146196,122736,6
G3_S_H,Residual_EquivalentStress_t2p5,0.0,41000.0,22700.0,41000.0,False,146196,116339,6
G3_S_H,Residual_EquivalentStress_t2p9,0.0,36000.0,22700.0,36000.0,False,146196,121279,6
G3_S_H,Residual_EquivalentStress_t3p0,0.0,20000.0,22700.0,22700.0,True,146196,133929,6
G3_S_L,Residual_EquivalentStress_t0p1,0.0,9000.0,7900.0,9000.0,False,146196,118481,6
G3_S_L,Residual_EquivalentStress_t0p5,0.0,10000.0,7900.0,10000.0,False,146196,111199,6
G3_S_L,Residual_EquivalentStress_t0p9,0.0,9000.0,7900.0,9000.0,False,146196,117132,6
G3_S_L,Residual_EquivalentStress_t1p1,0.0,10000.0,7900.0,10000.0,False,146196,118620,6
G3_S_L,Residual_EquivalentStress_t1p5,0.0,10000.0,7900.0,10000.0,False,146196,116566,6
G3_S_L,Residual_EquivalentStress_t1p9,0.0,10000.0,7900.0,10000.0,False,146196,120630,6
G3_S_L,Residual_EquivalentStress_t2p1,0.0,10000.0,7900.0,10000.0,False,146196,117539,6
G3_S_L,Residual_EquivalentStress_t2p5,0.0,12000.0,7900.0,12000.0,False,146196,111094,6
G3_S_L,Residual_EquivalentStress_t2p9,0.0,10000.0,7900.0,10000.0,False,146196,117602,6
G3_S_L,Residual_EquivalentStress_t3p0,0.0,7000.0,7900.0,7900.0,True,146196,124706,6
G3_W_H,Residual_EquivalentStress_t0p1,0.0,10000.0,9175.0,10000.0,False,146196,107608,6
G3_W_H,Residual_EquivalentStress_t0p5,0.0,18000.0,9175.0,18000.0,False,146196,102982,6
G3_W_H,Residual_EquivalentStress_t0p9,0.0,12000.0,9175.0,12000.0,False,146196,107078,6
G3_W_H,Residual_EquivalentStress_t1p1,0.0,13000.0,9175.0,13000.0,False,146196,113296,6
G3_W_H,Residual_EquivalentStress_t1p5,0.0,17000.0,9175.0,17000.0,False,146196,108828,6
G3_W_H,Residual_EquivalentStress_t1p9,0.0,12000.0,9175.0,12000.0,False,146196,112349,6
G3_W_H,Residual_EquivalentStress_t2p1,0.0,15000.0,9175.0,15000.0,False,146196,112666,6
G3_W_H,Residual_EquivalentStress_t2p5,0.0,20000.0,9175.0,20000.0,False,146196,105758,6
G3_W_H,Residual_EquivalentStress_t2p9,0.0,15000.0,9175.0,15000.0,False,146196,110446,6
G3_W_H,Residual_EquivalentStress_t3p0,0.0,8500.0,9175.0,9175.0,True,146196,122461,6
G3_W_L,Residual_EquivalentStress_t0p1,0.0,9000.0,8450.0,9000.0,False,146196,115117,6
G3_W_L,Residual_EquivalentStress_t0p5,0.0,12000.0,8450.0,12000.0,False,146196,110204,6
G3_W_L,Residual_EquivalentStress_t0p9,0.0,10000.0,8450.0,10000.0,False,146196,114457,6
G3_W_L,Residual_EquivalentStress_t1p1,0.0,10000.0,8450.0,10000.0,False,146196,117900,6
G3_W_L,Residual_EquivalentStress_t1p5,0.0,11000.0,8450.0,11000.0,False,146196,114972,6
G3_W_L,Residual_EquivalentStress_t1p9,0.0,10000.0,8450.0,10000.0,False,146196,118204,6
G3_W_L,Residual_EquivalentStress_t2p1,0.0,11000.0,8450.0,11000.0,False,146196,117215,6
G3_W_L,Residual_EquivalentStress_t2p5,0.0,13000.0,8450.0,13000.0,False,146196,112620,6
G3_W_L,Residual_EquivalentStress_t2p9,0.0,11000.0,8450.0,11000.0,False,146196,117357,6
G3_W_L,Residual_EquivalentStress_t3p0,0.0,8000.0,8450.0,8450.0,True,146196,123599,6
G4_S_H,Residual_EquivalentStress_t0p1,-5000000.0,95000000.0,96800000.0,96800000.0,True,97464,97240,4
G4_S_H,Residual_EquivalentStress_t0p5,-1000000.0,99000000.0,96800000.0,99000000.0,False,97464,96684,4
G4_S_H,Residual_EquivalentStress_t0p9,0.0,240000000.0,96800000.0,240000000.0,False,97464,76062,4
G4_S_H,Residual_EquivalentStress_t1p1,0.0,250000000.0,96800000.0,250000000.0,False,97464,74658,4
G4_S_H,Residual_EquivalentStress_t1p5,0.0,300000000.0,96800000.0,300000000.0,False,97464,70674,4
G4_S_H,Residual_EquivalentStress_t1p9,0.0,250000000.0,96800000.0,250000000.0,False,97464,74837,4
G4_S_H,Residual_EquivalentStress_t2p1,0.0,255000000.0,96800000.0,255000000.0,False,97464,73416,4
G4_S_H,Residual_EquivalentStress_t2p5,0.0,300000000.0,96800000.0,300000000.0,False,97464,69418,4
G4_S_H,Residual_EquivalentStress_t2p9,0.0,270000000.0,96800000.0,270000000.0,False,97464,71652,4
G4_S_H,Residual_EquivalentStress_t3p0,0.0,160000000.0,96800000.0,160000000.0,False,97464,80838,4
G4_S_L,Residual_EquivalentStress_t0p1,-1000000.0,89000000.0,116450000.0,116450000.0,True,97464,96685,4
G4_S_L,Residual_EquivalentStress_t0p5,0.0,210000000.0,116450000.0,210000000.0,False,97464,77379,4
G4_S_L,Residual_EquivalentStress_t0p9,0.0,200000000.0,116450000.0,200000000.0,False,97464,78797,4
G4_S_L,Residual_EquivalentStress_t1p1,0.0,200000000.0,116450000.0,200000000.0,False,97464,78135,4
G4_S_L,Residual_EquivalentStress_t1p5,0.0,220000000.0,116450000.0,220000000.0,False,97464,75466,4
G4_S_L,Residual_EquivalentStress_t1p9,0.0,200000000.0,116450000.0,200000000.0,False,97464,78823,4
G4_S_L,Residual_EquivalentStress_t2p1,0.0,214000000.0,116450000.0,214000000.0,False,97464,74067,4
G4_S_L,Residual_EquivalentStress_t2p5,0.0,240000000.0,116450000.0,240000000.0,False,97464,71683,4
G4_S_L,Residual_EquivalentStress_t2p9,0.0,210000000.0,116450000.0,210000000.0,False,97464,74507,4
G4_S_L,Residual_EquivalentStress_t3p0,0.0,150000000.0,116450000.0,150000000.0,False,97464,80661,4
G4_W_H,Residual_EquivalentStress_t0p1,0.0,200000000.0,189000000.0,200000000.0,False,97464,78701,4
G4_W_H,Residual_EquivalentStress_t0p5,0.0,250000000.0,189000000.0,250000000.0,False,97464,78042,4
G4_W_H,Residual_EquivalentStress_t0p9,0.0,250000000.0,189000000.0,250000000.0,False,97464,76539,4
G4_W_H,Residual_EquivalentStress_t1p1,0.0,260000000.0,189000000.0,260000000.0,False,97464,75016,4
G4_W_H,Residual_EquivalentStress_t1p5,0.0,300000000.0,189000000.0,300000000.0,False,97464,71853,4
G4_W_H,Residual_EquivalentStress_t1p9,0.0,260000000.0,189000000.0,260000000.0,False,97464,74942,4
G4_W_H,Residual_EquivalentStress_t2p1,0.0,280000000.0,189000000.0,280000000.0,False,97464,73755,4
G4_W_H,Residual_EquivalentStress_t2p5,0.0,310000000.0,189000000.0,310000000.0,False,97464,70674,4
G4_W_H,Residual_EquivalentStress_t2p9,0.0,290000000.0,189000000.0,290000000.0,False,97464,72349,4
G4_W_H,Residual_EquivalentStress_t3p0,0.0,180000000.0,189000000.0,189000000.0,True,97464,80771,4
G4_W_L,Residual_EquivalentStress_t0p1,0.0,160000000.0,169000000.0,169000000.0,True,97464,78630,4
G4_W_L,Residual_EquivalentStress_t0p5,0.0,230000000.0,169000000.0,230000000.0,False,97464,77698,4
G4_W_L,Residual_EquivalentStress_t0p9,0.0,210000000.0,169000000.0,210000000.0,False,97464,77538,4
G4_W_L,Residual_EquivalentStress_t1p1,0.0,210000000.0,169000000.0,210000000.0,False,97464,76881,4
G4_W_L,Residual_EquivalentStress_t1p5,0.0,250000000.0,169000000.0,250000000.0,False,97464,74407,4
G4_W_L,Residual_EquivalentStress_t1p9,0.0,210000000.0,169000000.0,210000000.0,False,97464,77054,4
G4_W_L,Residual_EquivalentStress_t2p1,0.0,237000000.0,169000000.0,237000000.0,False,97464,73343,4
G4_W_L,Residual_EquivalentStress_t2p5,0.0,260850000.0,169000000.0,260850000.0,False,97464,71000,4
G4_W_L,Residual_EquivalentStress_t2p9,0.0,230000000.0,169000000.0,230000000.0,False,97464,73812,4
G4_W_L,Residual_EquivalentStress_t3p0,0.0,180000000.0,169000000.0,180000000.0,False,97464,78770,4
