Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,-9022168000.0,-7247354800.0,-111068400.0,-3372742800.0,-14208660000.0,-3842697800.0,-46705314000.0,-606039510000.0,-4635276000.0,-5625524600.0,-336516580.0,-942575380.0,-562137190.0,-909772060.0,-719352860.0,-977778600.0,-41124101000.0,-47844778000.0,-43394322000.0,-987878010.0,-30.0,-40.0,-49.0,-18.0,-189481050.0,-34.0,-516047550.0,-821917300.0,-390359720.0,-75.0,-385364310.0,-88114870.0,-433459880.0,-841918830.0,-655337350.0,-865416560.0,-7919214200.0,-37836238000.0,-9278082700.0,-3665.0
2,-689999600.0,-874196500.0,-1752902100.0,-4546621700.0,-14358640000.0,-4999578200.0,-46015362000.0,-465553570000.0,-41905753000.0,-7108374500.0,10083.9,11140.0,11216.0,11179.0,-539242620.0,11323.0,-9829973900.0,-5756568300.0,-1533139400.0,12162.0,514.0,569.0,572.0,575.0,585.0,582.0,-137860400.0,-1950804200.0,-1303868600.0,618.0,-163888810.0,-866819070.0,-246081250.0,-214184190.0,-75529350.0,-250980660.0,-9706036300.0,-83051716000.0,-1319880000.0,-666539900.0
3,-1852883200.0,-9989077600.0,-2912785800.0,-5762499600.0,-15628513000.0,-6214456200.0,-4089543000.0,-411359000000.0,-9740140000.0,-8201264900.0,14612.0,5980.2,8235.4,5999.0,-193713280.0,6086.0,-391533600.0,-750169670.0,-388030000.0,-944.21,724.0,808.0,818.0,802.0,-291028280.0,828.0,-335965510.0,-571341570.0,-165981950.0,898.0,-923112270.0,-534951580.0,-995905580.0,-704434500.0,-913313480.0,-736431420.0,-7089297600.0,-83201701000.0,-8594151900.0,-478357960.0
4,-2689800100.0,-976979500.0,-3761701700.0,-7050371300.0,-17498327000.0,-7508327300.0,-10388911000.0,-383561790000.0,-3619559000.0,-8913194500.0,1176.0,1292.0,1297.0,1309.0,1342.0,1316.0,-8300827500.0,-501492200.0,-8620858200.0,1259.0,-257.95,-1053.1,-284.47,-2800.3,-6085.4,-29.0,146.0,-318631430.0,246.0,131.75,-675736600.0,-163288280.0,-73930610.0,-83196170.0,-816322720.0,-793620.0,-2457760400.0,-75812439000.0,-3882622500.0,-356669600.0
5,-265797100.0,-885987700.0,-3774699500.0,-6736401900.0,-16758400000.0,-7188358500.0,-6419309000.0,-46253750000.0,-9924000.0,-9001184800.0,-14187210.0,-389462720.0,-167784920.0,-869514700.0,-806920940.0,-878013900.0,-8353834600.0,-5365349000.0,-8234822700.0,-2051.0,-887.0,-990.0,-1002.0,-983.0,-496351340.0,-1013.0,-859286320.0,-7074707500.0,-73173520.0,-1123.0,-966008220.0,-570548280.0,-41601270.0,-719933210.0,-890815990.0,-752230110.0,-329974000.0,-91010920000.0,-1879823000.0,-5252100.0
6,-2766791300.0,-81987700.0,-376694300.0,-6617413400.0,-16398435000.0,-7066370300.0,-18838075000.0,-574942640000.0,-13598577000.0,-9080176600.0,-1164.0,-1285.0,-1295.0,-1283.0,-121989070.0,-1310.0,-3900389000.0,-21642161000.0,-3820381000.0,-1577.0,7649.5,-236.10000000000036,7938.2,-236.0,-238.0,-241.0,-450044700.0,-728071900.0,-447044300.0,7954.9,-182487040.0,-878617990.0,-26379380.0,-208484880.0,-723833200.0,-245081350.0,-259738000.0,-95490472000.0,-4339578000.0,-67638900.0
7,-2997768600.0,-1161960200.0,-4061670900.0,-692375300.0,-16998376000.0,-7453331900.0,-31376827000.0,-636436490000.0,-27387209000.0,-9289156200.0,179.0,214.0,222.0,200.0,-6005700.0,213.0,-5237522500.0,-76207618000.0,-5320530300.0,-4095.9,653.0,732.0,742.0,724.0,-360535310.0,750.0,-517514400.0,-5761574700.0,-5289527600.0,816.0,-48300210.0,-678037780.0,-127192950.0,-874717970.0,-136491670.0,-908314740.0,-5065500400.0,-80621960000.0,-661342000.0,-626943670.0
8,-3392730000.0,-1705906700.0,-4469631000.0,-7848291600.0,-18428234000.0,-8307247500.0,-32926674000.0,-630437090000.0,-29267024000.0,-9590127100.0,-1207.5,-2572.7,-1291.9,161.10000000000036,153.0,-5800.9,-51805020.0,-508150500.0,-40003700.0,1524.4,-3484.7,-5134.7,-3603.5,-8439.8,97.0,-8514.0,-21821630.0,-393939270.0,-226022470.0,-1698.4,-735730810.0,-230581800.0,-803924550.0,-159888740.0,-912213380.0,-187186120.0,-4397566900.0,-5974015000.0,-5925418800.0,-454560100.0
9,-3046763700.0,-1231953200.0,-4111665800.0,-7117363700.0,-17198355000.0,-7570320200.0,-34956470000.0,-634036730000.0,-30996847000.0,-9333151700.0,-48.0,-61.0,-64.0,-60.0,-208379220.0,-84.0,-4509548500.0,-7322660000.0,-456535500.0,101.0,-639.0,-716.0,-726.0,-707.0,-365764130.0,-734.0,-5013499100.0,-5202480100.0,-5156485200.0,-806.0,-1304800.0,-609444510.0,-78497700.0,-763428980.0,-943510840.0,-796025840.0,-3522654700.0,-77732249000.0,-5143497600.0,-603245920.0
10,-2778789800.0,-899985600.0,-3836692700.0,-6650409700.0,-16458429000.0,-7099366600.0,-24087550000.0,-578642270000.0,-138042000.0,-9106173700.0,1155.0,1280.0,1293.0,1271.0,1267.0,1282.0,-7919207000.0,-257201000.0,-7909207000.0,1836.0,-39.59,1264.3,-322.7192,3932.8,9063.6,3978.4,-2811718800.0,-4872512700.0,-2838716200.0,-3218.5,-185586720.0,-882017640.0,-268979060.0,-212284480.0,-728832700.0,-248980950.0,-2559751000.0,-95190503000.0,-4209591000.0,-68238310.0
