node_id,x_n,y_n,z_n,t_n,rel_strength,s_norm
10688,0.1125,0.86546875,0.8653294783760993,0.7777777777777778,35741.77339055794,3.2231750419746765
13557,0.8625,0.8023125,0.8788820624021202,0.7777777777777778,28620.171101573673,3.0832709041762763
12781,0.6125,0.7205625,0.9114323575472835,0.8888888888888888,7489.416083333333,2.239241067259645
12166,0.375,0.71875,0.7718949524153716,0.1111111111111111,5060.199299999999,1.9924139120919466
7103,0.1125,0.4272187499999999,0.8335742681604624,0.3333333333333333,5000.199299999999,1.9849051452631075
16370,0.125,0.94315625,0.8133477894229612,0.4444444444444444,3676.5448181818174,1.7913372384976323
11067,0.125,0.84375,0.62643055053608,0.2222222222222222,2053.8992999999996,1.4248823298001647
21941,0.8625,0.1587375,0.9813155041561258,0.5555555555555556,2000.0992999999996,1.4081782064219215
23450,0.79145,0.4884375,0.9870617997831587,0.0,1999.8992999999996,1.4081152751077053
21753,0.7734,0.8615,0.977159378388146,0.1111111111111111,1997.6992999999995,1.4074226151936946
21080,0.81515,0.7525625,0.956896759426575,0.4444444444444444,1819.726636363636,1.3487029511230388
7985,0.3625,0.59375,0.6827141308276111,0.0,1004.8992999999998,0.9751110950458665
16578,0.7439250000000001,0.95409375,0.7943862185278883,0.4444444444444444,928.9084545454544,0.9256531556310931
13374,0.8625,0.840625,0.8922418985664377,0.4444444444444444,910.9993636363635,0.9134088806638425
2408,0.1125,0.146021875,0.8653776653415252,0.5555555555555556,700.3793999999999,0.7480747704281917
9410,0.875,0.531625,0.9902300927599084,0.0,699.9493999999999,0.7476886414875303
2670,0.1125,0.144375,0.8973135766775088,0.3333333333333333,699.8593999999998,0.7476077938254345
18422,0.4699375,0.711875,0.8950608360438501,0.8888888888888888,670.5078333333332,0.7206713092029656
8298,0.625,0.625,0.8084809059149499,0.8888888888888888,665.6578333333332,0.7161072896643896
9089,0.6125,0.46875,0.7245512588844717,0.6666666666666666,500.2494999999999,0.5365545423633981
12648,0.6125,0.9375,0.62643055053608,1.0,458.49056603773573,0.48178602831926026
12647,0.6125,0.9375,0.6508384531984098,1.0,445.72697003329625,0.4640489107386083
12016,0.375,0.9375,0.62643055053608,1.0,444.28412874583785,0.46201204492224585
5466,0.8625,0.15625,0.8717383447777376,1.0,443.8839067702552,0.46144588033297357
12013,0.375,0.9375,0.6508384531984098,1.0,431.96448390677017,0.4443466666678675
10632,0.1125,0.9375,0.62643055053608,1.0,431.07658157602657,0.4430541315210551
14032,0.875,0.9375,0.62643055053608,1.0,430.29966703662586,0.44192098255493156
14029,0.875,0.9375,0.6508384531984098,1.0,411.32075471698107,0.41358676289463764
10631,0.1125,0.9375,0.6508384531984098,1.0,409.87791342952266,0.41137963202670935
11639,0.3625,0.9375,0.6508384531984098,1.0,407.8801331853495,0.4083107752297394
13021,0.625,0.9375,0.6508384531984098,1.0,405.8823529411764,0.4052268872783854
11640,0.3625,0.9375,0.62643055053608,1.0,404.99445061043275,0.40385140697472804
11008,0.125,0.9375,0.62643055053608,1.0,404.2175360710321,0.4026453918336724
13024,0.625,0.9375,0.62643055053608,1.0,403.21864594894555,0.4010913988162194
11005,0.125,0.9375,0.6508384531984098,1.0,400.66592674805764,0.39710257004917243
13656,0.8625,0.9375,0.62643055053608,1.0,399.99999999999994,0.3960578366733188
13655,0.8625,0.9375,0.6508384531984098,1.0,399.22308546059924,0.39483678605233447
12648,0.6125,0.9375,0.62643055053608,0.5555555555555556,385.99999999999994,0.3736829287425795
12648,0.6125,0.9375,0.62643055053608,0.2222222222222222,378.99999999999994,0.3621900593314547
12647,0.6125,0.9375,0.6508384531984098,0.5555555555555556,378.99999999999994,0.3621900593314547
12016,0.375,0.9375,0.62643055053608,0.5555555555555556,376.99999999999994,0.35886747865037744
12648,0.6125,0.9375,0.62643055053608,0.1111111111111111,374.99999999999994,0.35552727146412827
12647,0.6125,0.9375,0.6508384531984098,0.2222222222222222,373.5999999999999,0.3531785381006618
12013,0.375,0.9375,0.6508384531984098,0.5555555555555556,370.99999999999994,0.3487932224821373
12648,0.6125,0.9375,0.62643055053608,0.3333333333333333,370.99999999999994,0.3487932224821373
12016,0.375,0.9375,0.62643055053608,0.2222222222222222,369.99999999999994,0.34709839621532523
12647,0.6125,0.9375,0.6508384531984098,0.1111111111111111,368.99999999999994,0.34539899551309644
12647,0.6125,0.9375,0.6508384531984098,0.3333333333333333,367.99999999999994,0.34369499561526856
12013,0.375,0.9375,0.6508384531984098,0.2222222222222222,365.5999999999999,0.3395864813441239
12016,0.375,0.9375,0.62643055053608,0.1111111111111111,364.99999999999994,0.3385551501095276
14032,0.875,0.9375,0.62643055053608,0.5555555555555556,364.99999999999994,0.3385551501095276
12013,0.375,0.9375,0.6508384531984098,0.1111111111111111,361.99999999999994,0.3333730008729318
12016,0.375,0.9375,0.62643055053608,0.3333333333333333,361.99999999999994,0.3333730008729318
12013,0.375,0.9375,0.6508384531984098,0.3333333333333333,360.99999999999994,0.3316360961081515
10632,0.1125,0.9375,0.62643055053608,0.5555555555555556,359.99999999999994,0.3298943866214435
12647,0.6125,0.9375,0.6508384531984098,0.8888888888888888,358.33333333333326,0.32698078781765294
14032,0.875,0.9375,0.62643055053608,0.2222222222222222,357.99999999999994,0.32639644663608713
14029,0.875,0.9375,0.6508384531984098,0.5555555555555556,355.99999999999994,0.3228789649851995
14032,0.875,0.9375,0.62643055053608,0.1111111111111111,353.99999999999994,0.3193417220977827
10632,0.1125,0.9375,0.62643055053608,0.2222222222222222,352.19999999999993,0.3161411231688101
14032,0.875,0.9375,0.62643055053608,0.3333333333333333,350.99999999999994,0.31399831595725886
12013,0.375,0.9375,0.6508384531984098,0.8888888888888888,349.99999999999994,0.3122070556368749
12648,0.6125,0.9375,0.62643055053608,0.8888888888888888,349.99999999999994,0.3122070556368749
14029,0.875,0.9375,0.6508384531984098,0.2222222222222222,349.8999999999999,0.31202764900282337
10631,0.1125,0.9375,0.6508384531984098,0.5555555555555556,348.99999999999994,0.3104106847237747
11639,0.3625,0.9375,0.6508384531984098,0.5555555555555556,348.99999999999994,0.3104106847237747
10632,0.1125,0.9375,0.62643055053608,0.1111111111111111,347.99999999999994,0.30860917397273285
12648,0.6125,0.9375,0.62643055053608,0.4444444444444444,346.3636363636363,0.30565008330342336
14029,0.875,0.9375,0.6508384531984098,0.1111111111111111,345.99999999999994,0.30499061471425915
14029,0.875,0.9375,0.6508384531984098,0.3333333333333333,345.99999999999994,0.30499061471425915
10632,0.1125,0.9375,0.62643055053608,0.3333333333333333,343.99999999999994,0.3013511388121346
13655,0.8625,0.9375,0.6508384531984098,0.5555555555555556,343.99999999999994,0.3013511388121346
11639,0.3625,0.9375,0.6508384531984098,0.2222222222222222,343.79999999999995,0.3009860314792339
11640,0.3625,0.9375,0.62643055053608,0.5555555555555556,342.99999999999994,0.2995234812793384
10631,0.1125,0.9375,0.6508384531984098,0.2222222222222222,342.79999999999995,0.2991573122792278
13021,0.625,0.9375,0.6508384531984098,0.5555555555555556,341.99999999999994,0.29769050304752986
12647,0.6125,0.9375,0.6508384531984098,0.4444444444444444,341.81818181818176,0.2973566602094099
10632,0.1125,0.9375,0.62643055053608,0.8888888888888888,341.66666666666663,0.2970783225637718
14029,0.875,0.9375,0.6508384531984098,0.8888888888888888,341.66666666666663,0.2970783225637718
14032,0.875,0.9375,0.62643055053608,0.8888888888888888,341.66666666666663,0.2970783225637718
12016,0.375,0.9375,0.62643055053608,0.8888888888888888,341.66666666666663,0.2970783225637718
10631,0.1125,0.9375,0.6508384531984098,0.8888888888888888,341.66666666666663,0.2970783225637718
11639,0.3625,0.9375,0.6508384531984098,0.1111111111111111,339.99999999999994,0.2940084599345697
10631,0.1125,0.9375,0.6508384531984098,0.1111111111111111,339.99999999999994,0.2940084599345697
13656,0.8625,0.9375,0.62643055053608,0.5555555555555556,339.99999999999994,0.2940084599345697
13655,0.8625,0.9375,0.6508384531984098,0.2222222222222222,338.49999999999994,0.29123272768907893
12016,0.375,0.9375,0.62643055053608,0.4444444444444444,338.18181818181813,0.29064235954648715
10631,0.1125,0.9375,0.6508384531984098,0.3333333333333333,337.99999999999994,0.29030475761992997
11639,0.3625,0.9375,0.6508384531984098,0.3333333333333333,337.99999999999994,0.29030475761992997
11005,0.125,0.9375,0.6508384531984098,0.5555555555555556,335.99999999999994,0.28657913977946775
13021,0.625,0.9375,0.6508384531984098,0.2222222222222222,335.69999999999993,0.2860183908233497
11640,0.3625,0.9375,0.62643055053608,0.2222222222222222,334.99999999999994,0.2847080311871364
13655,0.8625,0.9375,0.6508384531984098,0.1111111111111111,334.99999999999994,0.2847080311871364
7275,0.3625,0.501,0.8855318636308878,1.0,334.99378468368474,0.2846963842503729
12013,0.375,0.9375,0.6508384531984098,0.4444444444444444,334.5454545454545,0.28385568561505287
9345,0.875,0.5509375000000001,0.9629442235875195,0.6666666666666666,333.45783333333327,0.2818115257626859
13024,0.625,0.9375,0.62643055053608,0.5555555555555556,332.99999999999994,0.2809490494075015
11008,0.125,0.9375,0.62643055053608,0.5555555555555556,332.99999999999994,0.2809490494075015
13656,0.8625,0.9375,0.62643055053608,0.2222222222222222,332.99999999999994,0.2809490494075015
13021,0.625,0.9375,0.6508384531984098,0.1111111111111111,331.99999999999994,0.27906110922851046
13655,0.8625,0.9375,0.6508384531984098,0.3333333333333333,331.99999999999994,0.27906110922851046
11005,0.125,0.9375,0.6508384531984098,0.2222222222222222,330.8999999999999,0.27697781559755885
11640,0.3625,0.9375,0.62643055053608,0.1111111111111111,329.99999999999994,0.27526816054152553
13021,0.625,0.9375,0.6508384531984098,0.3333333333333333,329.99999999999994,0.27526816054152553
13656,0.8625,0.9375,0.62643055053608,0.1111111111111111,327.99999999999994,0.27145222414643766
14032,0.875,0.9375,0.62643055053608,0.4444444444444444,327.2727272727272,0.27005885687693904
11005,0.125,0.9375,0.6508384531984098,0.1111111111111111,326.99999999999994,0.26953554815202746
11640,0.3625,0.9375,0.62643055053608,0.3333333333333333,325.99999999999994,0.26761301970275314
11008,0.125,0.9375,0.62643055053608,0.2222222222222222,325.99999999999994,0.26761301970275314
13024,0.625,0.9375,0.62643055053608,0.2222222222222222,324.99999999999994,0.26568460294888285
13655,0.8625,0.9375,0.6508384531984098,0.8888888888888888,324.99999999999994,0.26568460294888285
11005,0.125,0.9375,0.6508384531984098,0.3333333333333333,324.99999999999994,0.26568460294888285
13656,0.8625,0.9375,0.62643055053608,0.3333333333333333,323.99999999999994,0.2637502617102727
10632,0.1125,0.9375,0.62643055053608,0.4444444444444444,322.7272727272727,0.2612797467437435
11008,0.125,0.9375,0.62643055053608,0.1111111111111111,320.99999999999994,0.2579113242423922
14029,0.875,0.9375,0.6508384531984098,0.4444444444444444,320.9090909090909,0.25773353867635296
13024,0.625,0.9375,0.62643055053608,0.1111111111111111,319.99999999999994,0.2559529165112348
12647,0.6125,0.9375,0.6508384531984098,0.0,319.29999999999995,0.25457839762896517
11639,0.3625,0.9375,0.6508384531984098,0.8888888888888888,316.66666666666663,0.249380543911226
11005,0.125,0.9375,0.6508384531984098,0.8888888888888888,316.66666666666663,0.249380543911226
11008,0.125,0.9375,0.62643055053608,0.3333333333333333,315.99999999999994,0.2480577964122389
13024,0.625,0.9375,0.62643055053608,0.3333333333333333,315.99999999999994,0.2480577964122389
10631,0.1125,0.9375,0.6508384531984098,0.4444444444444444,315.4545454545454,0.24697347769772973
11639,0.3625,0.9375,0.6508384531984098,0.4444444444444444,315.4545454545454,0.24697347769772973
12648,0.6125,0.9375,0.62643055053608,0.0,313.99999999999994,0.2440727984391887
12013,0.375,0.9375,0.6508384531984098,0.0,311.59999999999997,0.239257267677215
13655,0.8625,0.9375,0.6508384531984098,0.4444444444444444,309.99999999999994,0.2360263301040278
13656,0.8625,0.9375,0.62643055053608,0.8888888888888888,308.3333333333333,0.23264304642352981
11008,0.125,0.9375,0.62643055053608,0.8888888888888888,308.3333333333333,0.23264304642352981
13021,0.625,0.9375,0.6508384531984098,0.8888888888888888,308.3333333333333,0.23264304642352981
12646,0.6125,0.9375,0.6752463558607397,1.0,308.10210876803546,0.23217222809753346
13021,0.625,0.9375,0.6508384531984098,0.4444444444444444,307.2727272727272,0.23048054341671617
11640,0.3625,0.9375,0.62643055053608,0.4444444444444444,306.3636363636363,0.22862103947226917
12016,0.375,0.9375,0.62643055053608,0.0,304.99999999999994,0.2258214458071154
13656,0.8625,0.9375,0.62643055053608,0.4444444444444444,303.63636363636357,0.22300934833243882
11638,0.3625,0.9375,0.6752463558607397,1.0,303.5516093229744,0.2228341523148794
11005,0.125,0.9375,0.6508384531984098,0.4444444444444444,302.7272727272727,0.2211276147801468
11640,0.3625,0.9375,0.62643055053608,0.8888888888888888,299.99999999999994,0.2154484339616478
13022,0.625,0.9375,0.6752463558607397,1.0,299.11209766925634,0.2135883875486535
11008,0.125,0.9375,0.62643055053608,0.4444444444444444,297.2727272727272,0.20971756085963703
14029,0.875,0.9375,0.6508384531984098,0.0,296.8999999999999,0.20893027425693897
13024,0.625,0.9375,0.62643055053608,0.4444444444444444,296.3636363636363,0.20779561926366955
12014,0.375,0.9375,0.6752463558607397,1.0,295.8934517203107,0.2067992785018148
13654,0.8625,0.9375,0.6752463558607397,1.0,295.11653718091003,0.2051495015714455
11634,0.3625,0.934375,0.7059462715335502,1.0,294.22863485016643,0.20325873374067055
14032,0.875,0.9375,0.62643055053608,0.0,293.59999999999997,0.20191662871354096
13024,0.625,0.9375,0.62643055053608,0.8888888888888888,291.66666666666663,0.19777103540573196
13026,0.625,0.934375,0.7059462715335502,1.0,291.2319644839067,0.1968351449171066
11006,0.125,0.9375,0.6752463558607397,1.0,290.566037735849,0.19539873703038813
10631,0.1125,0.9375,0.6508384531984098,0.0,290.49999999999994,0.19525611448967298
11639,0.3625,0.9375,0.6508384531984098,0.0,288.8999999999999,0.1917906632757939
10632,0.1125,0.9375,0.62643055053608,0.0,288.8999999999999,0.1917906632757939
13655,0.8625,0.9375,0.6508384531984098,0.0,284.19999999999993,0.18149918178956603
11010,0.125,0.934375,0.7059462715335502,1.0,283.7957824639289,0.18060616974037783
13021,0.625,0.9375,0.6508384531984098,0.0,281.19999999999993,0.17484109107563198
13650,0.8625,0.934375,0.7059462715335502,1.0,279.1342952275249,0.17021526421774227
