Entity	 X(mm)	 Y(mm)	 Z(mm)	Node ID	Body
"25041 Nodes, Summary"	29.532	149.9	16.453		
Mesh Node 1	65	305.5	-3.57E-25	1	SYS\Solid1
Mesh Node 2	60	305.5	-3.57E-25	2	SYS\Solid1
Mesh Node 3	55	305.5	-3.57E-25	3	SYS\Solid1
Mesh Node 4	50	305.5	-3.57E-25	4	SYS\Solid1
Mesh Node 5	45	305.5	-3.57E-25	5	SYS\Solid1
Mesh Node 6	40	305.5	-3.57E-25	6	SYS\Solid1
Mesh Node 7	35	305.5	-3.57E-25	7	SYS\Solid1
Mesh Node 8	30	305.5	-3.57E-25	8	SYS\Solid1
Mesh Node 9	25	305.5	-3.57E-25	9	SYS\Solid1
Mesh Node 10	20	305.5	-3.57E-25	10	SYS\Solid1
Mesh Node 11	15	305.5	-3.57E-25	11	SYS\Solid1
Mesh Node 12	10	305.5	-3.57E-25	12	SYS\Solid1
Mesh Node 13	5	305.5	-3.57E-25	13	SYS\Solid1
Mesh Node 14	-3.51E-14	305.5	-3.57E-25	14	SYS\Solid1
Mesh Node 15	-5	305.5	-3.57E-25	15	SYS\Solid1
Mesh Node 16	65	300.5	-3.49E-25	16	SYS\Solid1
Mesh Node 17	60	300.5	-3.49E-25	17	SYS\Solid1
Mesh Node 18	55	300.5	-3.49E-25	18	SYS\Solid1
Mesh Node 19	50	300.5	-3.49E-25	19	SYS\Solid1
Mesh Node 20	45	300.5	-3.49E-25	20	SYS\Solid1
Mesh Node 21	40	300.5	-3.49E-25	21	SYS\Solid1
Mesh Node 22	35	300.5	-3.49E-25	22	SYS\Solid1
Mesh Node 23	30	300.5	-3.49E-25	23	SYS\Solid1
Mesh Node 24	25	300.5	-3.49E-25	24	SYS\Solid1
Mesh Node 25	20	300.5	-3.49E-25	25	SYS\Solid1
Mesh Node 26	15	300.5	-3.49E-25	26	SYS\Solid1
Mesh Node 27	10	300.5	-3.49E-25	27	SYS\Solid1
Mesh Node 28	5	300.5	-3.49E-25	28	SYS\Solid1
Mesh Node 29	7.81E-15	300.5	-3.49E-25	29	SYS\Solid1
Mesh Node 30	-5	300.5	-3.49E-25	30	SYS\Solid1
Mesh Node 31	65	295.5	-3.41E-25	31	SYS\Solid1
Mesh Node 32	60	295.5	-3.41E-25	32	SYS\Solid1
Mesh Node 33	55	295.5	-3.41E-25	33	SYS\Solid1
Mesh Node 34	50	295.5	-3.41E-25	34	SYS\Solid1
Mesh Node 35	45	295.5	-3.41E-25	35	SYS\Solid1
Mesh Node 36	40	295.5	-3.41E-25	36	SYS\Solid1
Mesh Node 37	35	295.5	-3.41E-25	37	SYS\Solid1
Mesh Node 38	30	295.5	-3.41E-25	38	SYS\Solid1
Mesh Node 39	25	295.5	-3.41E-25	39	SYS\Solid1
Mesh Node 40	20	295.5	-3.41E-25	40	SYS\Solid1
Mesh Node 41	15	295.5	-3.41E-25	41	SYS\Solid1
Mesh Node 42	10	295.5	-3.41E-25	42	SYS\Solid1
Mesh Node 43	5	295.5	-3.41E-25	43	SYS\Solid1
Mesh Node 44	3.47E-15	295.5	-3.41E-25	44	SYS\Solid1
Mesh Node 45	-5	295.5	-3.41E-25	45	SYS\Solid1
Mesh Node 46	65	290.5	-3.32E-25	46	SYS\Solid1
Mesh Node 47	60	290.5	-3.32E-25	47	SYS\Solid1
Mesh Node 48	55	290.5	-3.32E-25	48	SYS\Solid1
Mesh Node 49	50	290.5	-3.32E-25	49	SYS\Solid1
Mesh Node 50	45	290.5	-3.32E-25	50	SYS\Solid1
Mesh Node 51	40	290.5	-3.32E-25	51	SYS\Solid1
Mesh Node 52	35	290.5	-3.32E-25	52	SYS\Solid1
Mesh Node 53	30	290.5	-3.32E-25	53	SYS\Solid1
Mesh Node 54	25	290.5	-3.32E-25	54	SYS\Solid1
Mesh Node 55	20	290.5	-3.32E-25	55	SYS\Solid1
Mesh Node 56	15	290.5	-3.32E-25	56	SYS\Solid1
Mesh Node 57	10	290.5	-3.32E-25	57	SYS\Solid1
Mesh Node 58	5	290.5	-3.32E-25	58	SYS\Solid1
Mesh Node 59	-5.64E-14	290.5	-3.32E-25	59	SYS\Solid1
Mesh Node 60	-5	290.5	-3.32E-25	60	SYS\Solid1
Mesh Node 61	65	285.5	-3.24E-25	61	SYS\Solid1
Mesh Node 62	60	285.5	-3.24E-25	62	SYS\Solid1
Mesh Node 63	55	285.5	-3.24E-25	63	SYS\Solid1
Mesh Node 64	50	285.5	-3.24E-25	64	SYS\Solid1
Mesh Node 65	45	285.5	-3.24E-25	65	SYS\Solid1
Mesh Node 66	40	285.5	-3.24E-25	66	SYS\Solid1
Mesh Node 67	35	285.5	-3.24E-25	67	SYS\Solid1
Mesh Node 68	30	285.5	-3.24E-25	68	SYS\Solid1
Mesh Node 69	25	285.5	-3.24E-25	69	SYS\Solid1
Mesh Node 70	20	285.5	-3.24E-25	70	SYS\Solid1
Mesh Node 71	15	285.5	-3.24E-25	71	SYS\Solid1
Mesh Node 72	10	285.5	-3.24E-25	72	SYS\Solid1
Mesh Node 73	5	285.5	-3.24E-25	73	SYS\Solid1
Mesh Node 74	1.60E-14	285.5	-3.24E-25	74	SYS\Solid1
Mesh Node 75	-5	285.5	-3.24E-25	75	SYS\Solid1
Mesh Node 76	65	280.5	-3.16E-25	76	SYS\Solid1
Mesh Node 77	60	280.5	-3.16E-25	77	SYS\Solid1
Mesh Node 78	55	280.5	-3.16E-25	78	SYS\Solid1
Mesh Node 79	50	280.5	-3.16E-25	79	SYS\Solid1
Mesh Node 80	45	280.5	-3.16E-25	80	SYS\Solid1
Mesh Node 81	40	280.5	-3.16E-25	81	SYS\Solid1
Mesh Node 82	35	280.5	-3.16E-25	82	SYS\Solid1
Mesh Node 83	30	280.5	-3.16E-25	83	SYS\Solid1
Mesh Node 84	25	280.5	-3.16E-25	84	SYS\Solid1
Mesh Node 85	20	280.5	-3.16E-25	85	SYS\Solid1
Mesh Node 86	15	280.5	-3.16E-25	86	SYS\Solid1
Mesh Node 87	10	280.5	-3.16E-25	87	SYS\Solid1
Mesh Node 88	5	280.5	-3.16E-25	88	SYS\Solid1
Mesh Node 89	-1.82E-13	280.5	-3.16E-25	89	SYS\Solid1
Mesh Node 90	-5	280.5	-3.16E-25	90	SYS\Solid1
Mesh Node 91	65	275.5	-3.08E-25	91	SYS\Solid1
Mesh Node 92	60	275.5	-3.08E-25	92	SYS\Solid1
Mesh Node 93	55	275.5	-3.08E-25	93	SYS\Solid1
Mesh Node 94	50	275.5	-3.08E-25	94	SYS\Solid1
Mesh Node 95	45	275.5	-3.08E-25	95	SYS\Solid1
Mesh Node 96	40	275.5	-3.08E-25	96	SYS\Solid1
Mesh Node 97	35	275.5	-3.08E-25	97	SYS\Solid1
Mesh Node 98	30	275.5	-3.08E-25	98	SYS\Solid1
Mesh Node 99	25	275.5	-3.08E-25	99	SYS\Solid1
Mesh Node 100	20	275.5	-3.08E-25	100	SYS\Solid1
Mesh Node 101	15	275.5	-3.08E-25	101	SYS\Solid1
Mesh Node 102	10	275.5	-3.08E-25	102	SYS\Solid1
Mesh Node 103	5	275.5	-3.08E-25	103	SYS\Solid1
Mesh Node 104	-8.67E-15	275.5	-3.08E-25	104	SYS\Solid1
Mesh Node 105	-5	275.5	-3.08E-25	105	SYS\Solid1
Mesh Node 106	65	270.5	-2.99E-25	106	SYS\Solid1
Mesh Node 107	60	270.5	-2.99E-25	107	SYS\Solid1
Mesh Node 108	55	270.5	-2.99E-25	108	SYS\Solid1
Mesh Node 109	50	270.5	-2.99E-25	109	SYS\Solid1
Mesh Node 110	45	270.5	-2.99E-25	110	SYS\Solid1
Mesh Node 111	40	270.5	-2.99E-25	111	SYS\Solid1
Mesh Node 112	35	270.5	-2.99E-25	112	SYS\Solid1
Mesh Node 113	30	270.5	-2.99E-25	113	SYS\Solid1
Mesh Node 114	25	270.5	-2.99E-25	114	SYS\Solid1
Mesh Node 115	20	270.5	-2.99E-25	115	SYS\Solid1
Mesh Node 116	15	270.5	-2.99E-25	116	SYS\Solid1
Mesh Node 117	10	270.5	-2.99E-25	117	SYS\Solid1
Mesh Node 118	5	270.5	-2.99E-25	118	SYS\Solid1
Mesh Node 119	3.47E-14	270.5	-2.99E-25	119	SYS\Solid1
Mesh Node 120	-5	270.5	-2.99E-25	120	SYS\Solid1
Mesh Node 121	65	265.5	-2.91E-25	121	SYS\Solid1
Mesh Node 122	60	265.5	-2.91E-25	122	SYS\Solid1
Mesh Node 123	55	265.5	-2.91E-25	123	SYS\Solid1
Mesh Node 124	50	265.5	-2.91E-25	124	SYS\Solid1
Mesh Node 125	45	265.5	-2.91E-25	125	SYS\Solid1
Mesh Node 126	40	265.5	-2.91E-25	126	SYS\Solid1
Mesh Node 127	35	265.5	-2.91E-25	127	SYS\Solid1
Mesh Node 128	30	265.5	-2.91E-25	128	SYS\Solid1
Mesh Node 129	25	265.5	-2.91E-25	129	SYS\Solid1
Mesh Node 130	20	265.5	-2.91E-25	130	SYS\Solid1
Mesh Node 131	15	265.5	-2.91E-25	131	SYS\Solid1
Mesh Node 132	10	265.5	-2.91E-25	132	SYS\Solid1
Mesh Node 133	5	265.5	-2.91E-25	133	SYS\Solid1
Mesh Node 134	3.34E-14	265.5	-2.91E-25	134	SYS\Solid1
Mesh Node 135	-5	265.5	-2.91E-25	135	SYS\Solid1
Mesh Node 136	65	260.5	-2.83E-25	136	SYS\Solid1
Mesh Node 137	60	260.5	-2.83E-25	137	SYS\Solid1
Mesh Node 138	55	260.5	-2.83E-25	138	SYS\Solid1
Mesh Node 139	50	260.5	-2.83E-25	139	SYS\Solid1
Mesh Node 140	45	260.5	-2.83E-25	140	SYS\Solid1
Mesh Node 141	40	260.5	-2.83E-25	141	SYS\Solid1
Mesh Node 142	35	260.5	-2.83E-25	142	SYS\Solid1
Mesh Node 143	30	260.5	-2.83E-25	143	SYS\Solid1
Mesh Node 144	25	260.5	-2.83E-25	144	SYS\Solid1
Mesh Node 145	20	260.5	-2.83E-25	145	SYS\Solid1
Mesh Node 146	15	260.5	-2.83E-25	146	SYS\Solid1
Mesh Node 147	10	260.5	-2.83E-25	147	SYS\Solid1
Mesh Node 148	5	260.5	-2.83E-25	148	SYS\Solid1
Mesh Node 149	3.38E-14	260.5	-2.83E-25	149	SYS\Solid1
Mesh Node 150	-5	260.5	-2.83E-25	150	SYS\Solid1
Mesh Node 151	65	255.5	-2.74E-25	151	SYS\Solid1
Mesh Node 152	60	255.5	-2.74E-25	152	SYS\Solid1
Mesh Node 153	55	255.5	-2.74E-25	153	SYS\Solid1
Mesh Node 154	50	255.5	-2.74E-25	154	SYS\Solid1
Mesh Node 155	45	255.5	-2.74E-25	155	SYS\Solid1
Mesh Node 156	40	255.5	-2.74E-25	156	SYS\Solid1
Mesh Node 157	35	255.5	-2.74E-25	157	SYS\Solid1
Mesh Node 158	30	255.5	-2.74E-25	158	SYS\Solid1
Mesh Node 159	25	255.5	-2.74E-25	159	SYS\Solid1
Mesh Node 160	20	255.5	-2.74E-25	160	SYS\Solid1
Mesh Node 161	15	255.5	-2.74E-25	161	SYS\Solid1
Mesh Node 162	10	255.5	-2.74E-25	162	SYS\Solid1
Mesh Node 163	5	255.5	-2.74E-25	163	SYS\Solid1
Mesh Node 164	-1.31E-13	255.5	-2.74E-25	164	SYS\Solid1
Mesh Node 165	-5	255.5	-2.74E-25	165	SYS\Solid1
Mesh Node 166	65	250.5	-2.66E-25	166	SYS\Solid1
Mesh Node 167	60	250.5	-2.66E-25	167	SYS\Solid1
Mesh Node 168	55	250.5	-2.66E-25	168	SYS\Solid1
Mesh Node 169	50	250.5	-2.66E-25	169	SYS\Solid1
Mesh Node 170	45	250.5	-2.66E-25	170	SYS\Solid1
Mesh Node 171	40	250.5	-2.66E-25	171	SYS\Solid1
Mesh Node 172	35	250.5	-2.66E-25	172	SYS\Solid1
Mesh Node 173	30	250.5	-2.66E-25	173	SYS\Solid1
Mesh Node 174	25	250.5	-2.66E-25	174	SYS\Solid1
Mesh Node 175	20	250.5	-2.66E-25	175	SYS\Solid1
Mesh Node 176	15	250.5	-2.66E-25	176	SYS\Solid1
Mesh Node 177	10	250.5	-2.66E-25	177	SYS\Solid1
Mesh Node 178	5	250.5	-2.66E-25	178	SYS\Solid1
Mesh Node 179	3.38E-14	250.5	-2.66E-25	179	SYS\Solid1
Mesh Node 180	-5	250.5	-2.66E-25	180	SYS\Solid1
Mesh Node 181	65	245.5	-2.58E-25	181	SYS\Solid1
Mesh Node 182	60	245.5	-2.58E-25	182	SYS\Solid1
Mesh Node 183	55	245.5	-2.58E-25	183	SYS\Solid1
Mesh Node 184	50	245.5	-2.58E-25	184	SYS\Solid1
Mesh Node 185	45	245.5	-2.58E-25	185	SYS\Solid1
Mesh Node 186	40	245.5	-2.58E-25	186	SYS\Solid1
Mesh Node 187	35	245.5	-2.58E-25	187	SYS\Solid1
Mesh Node 188	30	245.5	-2.58E-25	188	SYS\Solid1
Mesh Node 189	25	245.5	-2.58E-25	189	SYS\Solid1
Mesh Node 190	20	245.5	-2.58E-25	190	SYS\Solid1
Mesh Node 191	15	245.5	-2.58E-25	191	SYS\Solid1
Mesh Node 192	10	245.5	-2.58E-25	192	SYS\Solid1
Mesh Node 193	5	245.5	-2.58E-25	193	SYS\Solid1
Mesh Node 194	3.47E-14	245.5	-2.58E-25	194	SYS\Solid1
Mesh Node 195	-5	245.5	-2.58E-25	195	SYS\Solid1
Mesh Node 196	65	240.5	-2.50E-25	196	SYS\Solid1
Mesh Node 197	60	240.5	-2.50E-25	197	SYS\Solid1
Mesh Node 198	55	240.5	-2.50E-25	198	SYS\Solid1
Mesh Node 199	50	240.5	-2.50E-25	199	SYS\Solid1
Mesh Node 200	45	240.5	-2.50E-25	200	SYS\Solid1
Mesh Node 201	40	240.5	-2.50E-25	201	SYS\Solid1
Mesh Node 202	35	240.5	-2.50E-25	202	SYS\Solid1
Mesh Node 203	30	240.5	-2.50E-25	203	SYS\Solid1
Mesh Node 204	25	240.5	-2.50E-25	204	SYS\Solid1
Mesh Node 205	20	240.5	-2.50E-25	205	SYS\Solid1
Mesh Node 206	15	240.5	-2.50E-25	206	SYS\Solid1
Mesh Node 207	10	240.5	-2.50E-25	207	SYS\Solid1
Mesh Node 208	5	240.5	-2.50E-25	208	SYS\Solid1
Mesh Node 209	3.34E-14	240.5	-2.50E-25	209	SYS\Solid1
Mesh Node 210	-5	240.5	-2.50E-25	210	SYS\Solid1
Mesh Node 211	65	235.5	-2.41E-25	211	SYS\Solid1
Mesh Node 212	60	235.5	-2.41E-25	212	SYS\Solid1
Mesh Node 213	55	235.5	-2.41E-25	213	SYS\Solid1
Mesh Node 214	50	235.5	-2.41E-25	214	SYS\Solid1
Mesh Node 215	45	235.5	-2.41E-25	215	SYS\Solid1
Mesh Node 216	40	235.5	-2.41E-25	216	SYS\Solid1
Mesh Node 217	35	235.5	-2.41E-25	217	SYS\Solid1
Mesh Node 218	30	235.5	-2.41E-25	218	SYS\Solid1
Mesh Node 219	25	235.5	-2.41E-25	219	SYS\Solid1
Mesh Node 220	20	235.5	-2.41E-25	220	SYS\Solid1
Mesh Node 221	15	235.5	-2.41E-25	221	SYS\Solid1
Mesh Node 222	10	235.5	-2.41E-25	222	SYS\Solid1
Mesh Node 223	5	235.5	-2.41E-25	223	SYS\Solid1
Mesh Node 224	3.38E-14	235.5	-2.41E-25	224	SYS\Solid1
Mesh Node 225	-5	235.5	-2.41E-25	225	SYS\Solid1
Mesh Node 226	65	230.5	-2.33E-25	226	SYS\Solid1
Mesh Node 227	60	230.5	-2.33E-25	227	SYS\Solid1
Mesh Node 228	55	230.5	-2.33E-25	228	SYS\Solid1
Mesh Node 229	50	230.5	-2.33E-25	229	SYS\Solid1
Mesh Node 230	45	230.5	-2.33E-25	230	SYS\Solid1
Mesh Node 231	40	230.5	-2.33E-25	231	SYS\Solid1
Mesh Node 232	35	230.5	-2.33E-25	232	SYS\Solid1
Mesh Node 233	30	230.5	-2.33E-25	233	SYS\Solid1
Mesh Node 234	25	230.5	-2.33E-25	234	SYS\Solid1
Mesh Node 235	20	230.5	-2.33E-25	235	SYS\Solid1
Mesh Node 236	15	230.5	-2.33E-25	236	SYS\Solid1
Mesh Node 237	10	230.5	-2.33E-25	237	SYS\Solid1
Mesh Node 238	5	230.5	-2.33E-25	238	SYS\Solid1
Mesh Node 239	-1.31E-13	230.5	-2.33E-25	239	SYS\Solid1
Mesh Node 240	-5	230.5	-2.33E-25	240	SYS\Solid1
Mesh Node 241	65	225.5	-2.25E-25	241	SYS\Solid1
Mesh Node 242	60	225.5	-2.25E-25	242	SYS\Solid1
Mesh Node 243	55	225.5	-2.25E-25	243	SYS\Solid1
Mesh Node 244	50	225.5	-2.25E-25	244	SYS\Solid1
Mesh Node 245	45	225.5	-2.25E-25	245	SYS\Solid1
Mesh Node 246	40	225.5	-2.25E-25	246	SYS\Solid1
Mesh Node 247	35	225.5	-2.25E-25	247	SYS\Solid1
Mesh Node 248	30	225.5	-2.25E-25	248	SYS\Solid1
Mesh Node 249	25	225.5	-2.25E-25	249	SYS\Solid1
Mesh Node 250	20	225.5	-2.25E-25	250	SYS\Solid1
Mesh Node 251	15	225.5	-2.25E-25	251	SYS\Solid1
Mesh Node 252	10	225.5	-2.25E-25	252	SYS\Solid1
Mesh Node 253	5	225.5	-2.25E-25	253	SYS\Solid1
Mesh Node 254	7.59E-14	225.5	-2.25E-25	254	SYS\Solid1
Mesh Node 255	-5	225.5	-2.25E-25	255	SYS\Solid1
Mesh Node 256	65	220.5	-2.16E-25	256	SYS\Solid1
Mesh Node 257	60	220.5	-2.16E-25	257	SYS\Solid1
Mesh Node 258	55	220.5	-2.16E-25	258	SYS\Solid1
Mesh Node 259	50	220.5	-2.16E-25	259	SYS\Solid1
Mesh Node 260	45	220.5	-2.16E-25	260	SYS\Solid1
Mesh Node 261	40	220.5	-2.16E-25	261	SYS\Solid1
Mesh Node 262	35	220.5	-2.16E-25	262	SYS\Solid1
Mesh Node 263	30	220.5	-2.16E-25	263	SYS\Solid1
Mesh Node 264	25	220.5	-2.16E-25	264	SYS\Solid1
Mesh Node 265	20	220.5	-2.16E-25	265	SYS\Solid1
Mesh Node 266	15	220.5	-2.16E-25	266	SYS\Solid1
Mesh Node 267	10	220.5	-2.16E-25	267	SYS\Solid1
Mesh Node 268	5	220.5	-2.16E-25	268	SYS\Solid1
Mesh Node 269	-4.34E-14	220.5	-2.16E-25	269	SYS\Solid1
Mesh Node 270	-5	220.5	-2.16E-25	270	SYS\Solid1
Mesh Node 271	65	215.5	-2.08E-25	271	SYS\Solid1
Mesh Node 272	60	215.5	-2.08E-25	272	SYS\Solid1
Mesh Node 273	55	215.5	-2.08E-25	273	SYS\Solid1
Mesh Node 274	50	215.5	-2.08E-25	274	SYS\Solid1
Mesh Node 275	45	215.5	-2.08E-25	275	SYS\Solid1
Mesh Node 276	40	215.5	-2.08E-25	276	SYS\Solid1
Mesh Node 277	35	215.5	-2.08E-25	277	SYS\Solid1
Mesh Node 278	30	215.5	-2.08E-25	278	SYS\Solid1
Mesh Node 279	25	215.5	-2.08E-25	279	SYS\Solid1
Mesh Node 280	20	215.5	-2.08E-25	280	SYS\Solid1
Mesh Node 281	15	215.5	-2.08E-25	281	SYS\Solid1
Mesh Node 282	10	215.5	-2.08E-25	282	SYS\Solid1
Mesh Node 283	5	215.5	-2.08E-25	283	SYS\Solid1
Mesh Node 284	3.47E-14	215.5	-2.08E-25	284	SYS\Solid1
Mesh Node 285	-5	215.5	-2.08E-25	285	SYS\Solid1
Mesh Node 286	65	210.5	-2.00E-25	286	SYS\Solid1
Mesh Node 287	60	210.5	-2.00E-25	287	SYS\Solid1
Mesh Node 288	55	210.5	-2.00E-25	288	SYS\Solid1
Mesh Node 289	50	210.5	-2.00E-25	289	SYS\Solid1
Mesh Node 290	45	210.5	-2.00E-25	290	SYS\Solid1
Mesh Node 291	40	210.5	-2.00E-25	291	SYS\Solid1
Mesh Node 292	35	210.5	-2.00E-25	292	SYS\Solid1
Mesh Node 293	30	210.5	-2.00E-25	293	SYS\Solid1
Mesh Node 294	25	210.5	-2.00E-25	294	SYS\Solid1
Mesh Node 295	20	210.5	-2.00E-25	295	SYS\Solid1
Mesh Node 296	15	210.5	-2.00E-25	296	SYS\Solid1
Mesh Node 297	10	210.5	-2.00E-25	297	SYS\Solid1
Mesh Node 298	5	210.5	-2.00E-25	298	SYS\Solid1
Mesh Node 299	-4.29E-14	210.5	-2.00E-25	299	SYS\Solid1
Mesh Node 300	-5	210.5	-2.00E-25	300	SYS\Solid1
Mesh Node 301	65	205.5	-1.92E-25	301	SYS\Solid1
Mesh Node 302	60	205.5	-1.92E-25	302	SYS\Solid1
Mesh Node 303	55	205.5	-1.92E-25	303	SYS\Solid1
Mesh Node 304	50	205.5	-1.92E-25	304	SYS\Solid1
Mesh Node 305	45	205.5	-1.92E-25	305	SYS\Solid1
Mesh Node 306	40	205.5	-1.92E-25	306	SYS\Solid1
Mesh Node 307	35	205.5	-1.92E-25	307	SYS\Solid1
Mesh Node 308	30	205.5	-1.92E-25	308	SYS\Solid1
Mesh Node 309	25	205.5	-1.92E-25	309	SYS\Solid1
Mesh Node 310	20	205.5	-1.92E-25	310	SYS\Solid1
Mesh Node 311	15	205.5	-1.92E-25	311	SYS\Solid1
Mesh Node 312	10	205.5	-1.92E-25	312	SYS\Solid1
Mesh Node 313	5	205.5	-1.92E-25	313	SYS\Solid1
Mesh Node 314	3.38E-14	205.5	-1.92E-25	314	SYS\Solid1
Mesh Node 315	-5	205.5	-1.92E-25	315	SYS\Solid1
Mesh Node 316	65	200.5	-1.83E-25	316	SYS\Solid1
Mesh Node 317	60	200.5	-1.83E-25	317	SYS\Solid1
Mesh Node 318	55	200.5	-1.83E-25	318	SYS\Solid1
Mesh Node 319	50	200.5	-1.83E-25	319	SYS\Solid1
Mesh Node 320	45	200.5	-1.83E-25	320	SYS\Solid1
Mesh Node 321	40	200.5	-1.83E-25	321	SYS\Solid1
Mesh Node 322	35	200.5	-1.83E-25	322	SYS\Solid1
Mesh Node 323	30	200.5	-1.83E-25	323	SYS\Solid1
Mesh Node 324	25	200.5	-1.83E-25	324	SYS\Solid1
Mesh Node 325	20	200.5	-1.83E-25	325	SYS\Solid1
Mesh Node 326	15	200.5	-1.83E-25	326	SYS\Solid1
Mesh Node 327	10	200.5	-1.83E-25	327	SYS\Solid1
Mesh Node 328	5	200.5	-1.83E-25	328	SYS\Solid1
Mesh Node 329	-1.08E-14	200.5	-1.83E-25	329	SYS\Solid1
Mesh Node 330	-5	200.5	-1.83E-25	330	SYS\Solid1
Mesh Node 331	65	195.5	-1.75E-25	331	SYS\Solid1
Mesh Node 332	60	195.5	-1.75E-25	332	SYS\Solid1
Mesh Node 333	55	195.5	-1.75E-25	333	SYS\Solid1
Mesh Node 334	50	195.5	-1.75E-25	334	SYS\Solid1
Mesh Node 335	45	195.5	-1.75E-25	335	SYS\Solid1
Mesh Node 336	40	195.5	-1.75E-25	336	SYS\Solid1
Mesh Node 337	35	195.5	-1.75E-25	337	SYS\Solid1
Mesh Node 338	30	195.5	-1.75E-25	338	SYS\Solid1
Mesh Node 339	25	195.5	-1.75E-25	339	SYS\Solid1
Mesh Node 340	20	195.5	-1.75E-25	340	SYS\Solid1
Mesh Node 341	15	195.5	-1.75E-25	341	SYS\Solid1
Mesh Node 342	10	195.5	-1.75E-25	342	SYS\Solid1
Mesh Node 343	5	195.5	-1.75E-25	343	SYS\Solid1
Mesh Node 344	-5.64E-15	195.5	-1.75E-25	344	SYS\Solid1
Mesh Node 345	-5	195.5	-1.75E-25	345	SYS\Solid1
Mesh Node 346	65	190.5	-1.67E-25	346	SYS\Solid1
Mesh Node 347	60	190.5	-1.67E-25	347	SYS\Solid1
Mesh Node 348	55	190.5	-1.67E-25	348	SYS\Solid1
Mesh Node 349	50	190.5	-1.67E-25	349	SYS\Solid1
Mesh Node 350	45	190.5	-1.67E-25	350	SYS\Solid1
Mesh Node 351	40	190.5	-1.67E-25	351	SYS\Solid1
Mesh Node 352	35	190.5	-1.67E-25	352	SYS\Solid1
Mesh Node 353	30	190.5	-1.67E-25	353	SYS\Solid1
Mesh Node 354	25	190.5	-1.67E-25	354	SYS\Solid1
Mesh Node 355	20	190.5	-1.67E-25	355	SYS\Solid1
Mesh Node 356	15	190.5	-1.67E-25	356	SYS\Solid1
Mesh Node 357	10	190.5	-1.67E-25	357	SYS\Solid1
Mesh Node 358	5	190.5	-1.67E-25	358	SYS\Solid1
Mesh Node 359	3.45E-14	190.5	-1.67E-25	359	SYS\Solid1
Mesh Node 360	-5	190.5	-1.67E-25	360	SYS\Solid1
Mesh Node 361	65	185.5	-1.58E-25	361	SYS\Solid1
Mesh Node 362	60	185.5	-1.58E-25	362	SYS\Solid1
Mesh Node 363	55	185.5	-1.58E-25	363	SYS\Solid1
Mesh Node 364	50	185.5	-1.58E-25	364	SYS\Solid1
Mesh Node 365	45	185.5	-1.58E-25	365	SYS\Solid1
Mesh Node 366	40	185.5	-1.58E-25	366	SYS\Solid1
Mesh Node 367	35	185.5	-1.58E-25	367	SYS\Solid1
Mesh Node 368	30	185.5	-1.58E-25	368	SYS\Solid1
Mesh Node 369	25	185.5	-1.58E-25	369	SYS\Solid1
Mesh Node 370	20	185.5	-1.58E-25	370	SYS\Solid1
Mesh Node 371	15	185.5	-1.58E-25	371	SYS\Solid1
Mesh Node 372	10	185.5	-1.58E-25	372	SYS\Solid1
Mesh Node 373	5	185.5	-1.58E-25	373	SYS\Solid1
Mesh Node 374	-1.54E-14	185.5	-1.58E-25	374	SYS\Solid1
Mesh Node 375	-5	185.5	-1.58E-25	375	SYS\Solid1
Mesh Node 376	65	180.5	-1.50E-25	376	SYS\Solid1
Mesh Node 377	60	180.5	-1.50E-25	377	SYS\Solid1
Mesh Node 378	55	180.5	-1.50E-25	378	SYS\Solid1
Mesh Node 379	50	180.5	-1.50E-25	379	SYS\Solid1
Mesh Node 380	45	180.5	-1.50E-25	380	SYS\Solid1
Mesh Node 381	40	180.5	-1.50E-25	381	SYS\Solid1
Mesh Node 382	35	180.5	-1.50E-25	382	SYS\Solid1
Mesh Node 383	30	180.5	-1.50E-25	383	SYS\Solid1
Mesh Node 384	25	180.5	-1.50E-25	384	SYS\Solid1
Mesh Node 385	20	180.5	-1.50E-25	385	SYS\Solid1
Mesh Node 386	15	180.5	-1.50E-25	386	SYS\Solid1
Mesh Node 387	10	180.5	-1.50E-25	387	SYS\Solid1
Mesh Node 388	5	180.5	-1.50E-25	388	SYS\Solid1
Mesh Node 389	6.51E-16	180.5	-1.50E-25	389	SYS\Solid1
Mesh Node 390	-5	180.5	-1.50E-25	390	SYS\Solid1
Mesh Node 391	65	175.5	-1.42E-25	391	SYS\Solid1
Mesh Node 392	60	175.5	-1.42E-25	392	SYS\Solid1
Mesh Node 393	55	175.5	-1.42E-25	393	SYS\Solid1
Mesh Node 394	50	175.5	-1.42E-25	394	SYS\Solid1
Mesh Node 395	45	175.5	-1.42E-25	395	SYS\Solid1
Mesh Node 396	40	175.5	-1.42E-25	396	SYS\Solid1
Mesh Node 397	35	175.5	-1.42E-25	397	SYS\Solid1
Mesh Node 398	30	175.5	-1.42E-25	398	SYS\Solid1
Mesh Node 399	25	175.5	-1.42E-25	399	SYS\Solid1
Mesh Node 400	20	175.5	-1.42E-25	400	SYS\Solid1
Mesh Node 401	15	175.5	-1.42E-25	401	SYS\Solid1
Mesh Node 402	10	175.5	-1.42E-25	402	SYS\Solid1
Mesh Node 403	5	175.5	-1.42E-25	403	SYS\Solid1
Mesh Node 404	-1.13E-14	175.5	-1.42E-25	404	SYS\Solid1
