Entity	 X(mm)	 Y(mm)	 Z(mm)	Node ID	Body
Mesh Node 12316	20	254.59	21.862	12316	SYS\Solid15
Mesh Node 12317	20	252.55	21.965	12317	SYS\Solid15
Mesh Node 12318	20	251.86	28.011	12318	SYS\Solid15
Mesh Node 12319	20	253.22	26.705	12319	SYS\Solid15
Mesh Node 12320	20	254.58	25.398	12320	SYS\Solid15
Mesh Node 12321	20	255.94	24.092	12321	SYS\Solid15
Mesh Node 12322	20	257.3	22.786	12322	SYS\Solid15
Mesh Node 12323	20	290.5	11.588	12323	SYS\Solid15
Mesh Node 12324	20	290.5	13.35	12324	SYS\Solid15
Mesh Node 12325	20	290.5	15.112	12325	SYS\Solid15
Mesh Node 12326	20	248.11	23.786	12326	SYS\Solid15
Mesh Node 12327	20	246.73	24.917	12327	SYS\Solid15
Mesh Node 12328	20	245.34	26.049	12328	SYS\Solid15
Mesh Node 12329	20	243.95	27.181	12329	SYS\Solid15
Mesh Node 12330	20	242.57	28.312	12330	SYS\Solid15
Mesh Node 12331	39	242.57	28.312	12331	SYS\Solid17
Mesh Node 12332	39	243.95	27.181	12332	SYS\Solid17
Mesh Node 12333	39	245.34	26.049	12333	SYS\Solid17
Mesh Node 12334	39	246.73	24.917	12334	SYS\Solid17
Mesh Node 12335	39	248.11	23.786	12335	SYS\Solid17
Mesh Node 12336	39	290.5	15.112	12336	SYS\Solid17
Mesh Node 12337	39	290.5	13.35	12337	SYS\Solid17
Mesh Node 12338	39	290.5	11.588	12338	SYS\Solid17
Mesh Node 12339	39	257.3	22.786	12339	SYS\Solid17
Mesh Node 12340	39	255.94	24.092	12340	SYS\Solid17
Mesh Node 12341	39	254.58	25.398	12341	SYS\Solid17
Mesh Node 12342	39	253.22	26.705	12342	SYS\Solid17
Mesh Node 12343	39	251.86	28.011	12343	SYS\Solid17
Mesh Node 12344	39	258.67	21.479	12344	SYS\Solid17
Mesh Node 12345	39	256.63	21.7	12345	SYS\Solid17
Mesh Node 12346	39	254.59	21.862	12346	SYS\Solid17
Mesh Node 12347	39	252.55	21.965	12347	SYS\Solid17
Mesh Node 12348	39	250.5	29.317	12348	SYS\Solid17
Mesh Node 12349	39	250.5	27.49	12349	SYS\Solid17
Mesh Node 12350	39	250.5	25.663	12350	SYS\Solid17
Mesh Node 12351	39	250.5	23.836	12351	SYS\Solid17
Mesh Node 12352	39	250.5	22.008	12352	SYS\Solid17
Mesh Node 12353	39	253.31	29.931	12353	SYS\Solid17
Mesh Node 12354	39	255.38	29.8	12354	SYS\Solid17
Mesh Node 12355	39	257.44	29.608	12355	SYS\Solid17
Mesh Node 12356	39	259.5	23.887	12356	SYS\Solid17
Mesh Node 12357	39	259.5	25.709	12357	SYS\Solid17
Mesh Node 12358	39	259.5	27.531	12358	SYS\Solid17
Mesh Node 12359	39	259.5	29.353	12359	SYS\Solid17
Mesh Node 12360	39	251.23	29.999	12360	SYS\Solid17
Mesh Node 12361	39	252.61	28.677	12361	SYS\Solid17
Mesh Node 12362	39	253.99	27.354	12362	SYS\Solid17
Mesh Node 12363	39	255.37	26.032	12363	SYS\Solid17
Mesh Node 12364	39	256.74	24.71	12364	SYS\Solid17
Mesh Node 12365	39	258.12	23.387	12365	SYS\Solid17
Mesh Node 12366	39	259.5	22.065	12366	SYS\Solid17
Mesh Node 12367	39	262.61	28.848	12367	SYS\Solid17
Mesh Node 12368	39	264.71	28.423	12368	SYS\Solid17
Mesh Node 12369	39	266.8	27.934	12369	SYS\Solid17
Mesh Node 12370	39	261.9	22.754	12370	SYS\Solid17
Mesh Node 12371	39	263.29	23.68	12371	SYS\Solid17
Mesh Node 12372	39	264.69	24.605	12372	SYS\Solid17
Mesh Node 12373	39	266.08	25.53	12373	SYS\Solid17
Mesh Node 12374	39	267.48	26.455	12374	SYS\Solid17
Mesh Node 12375	39	268.87	27.38	12375	SYS\Solid17
Mesh Node 12376	39	260.5	29.207	12376	SYS\Solid17
Mesh Node 12377	39	260.5	27.362	12377	SYS\Solid17
Mesh Node 12378	39	260.5	25.518	12378	SYS\Solid17
Mesh Node 12379	39	260.5	23.674	12379	SYS\Solid17
Mesh Node 12380	39	260.5	21.829	12380	SYS\Solid17
Mesh Node 12381	39	272.64	26.189	12381	SYS\Solid17
Mesh Node 12382	39	274.76	25.414	12382	SYS\Solid17
Mesh Node 12383	39	276.85	24.57	12383	SYS\Solid17
Mesh Node 12384	39	272.6	20.572	12384	SYS\Solid17
Mesh Node 12385	39	274.71	21.6	12385	SYS\Solid17
Mesh Node 12386	39	276.81	22.629	12386	SYS\Solid17
Mesh Node 12387	39	278.92	23.658	12387	SYS\Solid17
Mesh Node 12388	39	270.5	26.895	12388	SYS\Solid17
Mesh Node 12389	39	270.5	25.057	12389	SYS\Solid17
Mesh Node 12390	39	270.5	23.219	12390	SYS\Solid17
Mesh Node 12391	39	270.5	21.381	12391	SYS\Solid17
Mesh Node 12392	39	270.5	19.543	12392	SYS\Solid17
Mesh Node 12393	39	282.68	21.78	12393	SYS\Solid17
Mesh Node 12394	39	284.82	20.581	12394	SYS\Solid17
Mesh Node 12395	39	286.91	19.305	12395	SYS\Solid17
Mesh Node 12396	39	282.62	16.222	12396	SYS\Solid17
Mesh Node 12397	39	284.73	16.8	12397	SYS\Solid17
Mesh Node 12398	39	286.85	17.379	12398	SYS\Solid17
Mesh Node 12399	39	288.96	17.957	12399	SYS\Solid17
Mesh Node 12400	39	280.5	22.903	12400	SYS\Solid17
Mesh Node 12401	39	280.5	21.088	12401	SYS\Solid17
Mesh Node 12402	39	280.5	19.273	12402	SYS\Solid17
Mesh Node 12403	39	280.5	17.459	12403	SYS\Solid17
Mesh Node 12404	39	280.5	15.644	12404	SYS\Solid17
Mesh Node 12405	39	290.5	9.8264	12405	SYS\Solid17
Mesh Node 12406	39	292.5	9.8886	12406	SYS\Solid17
Mesh Node 12407	39	294.51	9.9508	12407	SYS\Solid17
Mesh Node 12408	39	296.51	10.013	12408	SYS\Solid17
Mesh Node 12409	39	290.5	16.874	12409	SYS\Solid17
Mesh Node 12410	39	291.91	15.827	12410	SYS\Solid17
Mesh Node 12411	39	293.29	14.744	12411	SYS\Solid17
Mesh Node 12412	39	294.64	13.627	12412	SYS\Solid17
Mesh Node 12413	39	295.96	12.476	12413	SYS\Solid17
Mesh Node 12414	39	298.51	10.075	12414	SYS\Solid17
Mesh Node 12415	39	297.25	11.292	12415	SYS\Solid17
Mesh Node 12416	39	298.31	11.664	12416	SYS\Solid17
Mesh Node 12417	39	296.57	13.271	12417	SYS\Solid17
Mesh Node 12418	39	294.78	14.817	12418	SYS\Solid17
Mesh Node 12419	39	292.93	16.302	12419	SYS\Solid17
Mesh Node 12420	39	291.03	17.723	12420	SYS\Solid17
Mesh Node 12421	39	289.09	19.08	12421	SYS\Solid17
Mesh Node 12422	39	287.1	20.37	12422	SYS\Solid17
Mesh Node 12423	39	285.07	21.591	12423	SYS\Solid17
Mesh Node 12424	39	283	22.744	12424	SYS\Solid17
Mesh Node 12425	39	280.89	23.825	12425	SYS\Solid17
Mesh Node 12426	39	278.75	24.835	12426	SYS\Solid17
Mesh Node 12427	39	276.57	25.771	12427	SYS\Solid17
Mesh Node 12428	39	274.36	26.634	12428	SYS\Solid17
Mesh Node 12429	39	272.13	27.421	12429	SYS\Solid17
Mesh Node 12430	39	269.87	28.132	12430	SYS\Solid17
Mesh Node 12431	39	267.58	28.766	12431	SYS\Solid17
Mesh Node 12432	39	265.28	29.322	12432	SYS\Solid17
Mesh Node 12433	39	262.96	29.8	12433	SYS\Solid17
Mesh Node 12434	39	260.62	30.199	12434	SYS\Solid17
Mesh Node 12435	39	258.28	30.519	12435	SYS\Solid17
Mesh Node 12436	39	255.92	30.76	12436	SYS\Solid17
Mesh Node 12437	39	253.55	30.92	12437	SYS\Solid17
Mesh Node 12438	39	251.18	31	12438	SYS\Solid17
Mesh Node 12439	39	248.82	31	12439	SYS\Solid17
Mesh Node 12440	39	246.45	30.92	12440	SYS\Solid17
Mesh Node 12441	39	244.08	30.76	12441	SYS\Solid17
Mesh Node 12442	39	241.72	30.519	12442	SYS\Solid17
Mesh Node 12443	39	239.38	30.199	12443	SYS\Solid17
Mesh Node 12444	39	237.04	29.8	12444	SYS\Solid17
Mesh Node 12445	39	234.72	29.322	12445	SYS\Solid17
Mesh Node 12446	39	232.42	28.766	12446	SYS\Solid17
Mesh Node 12447	39	230.13	28.132	12447	SYS\Solid17
Mesh Node 12448	39	227.87	27.421	12448	SYS\Solid17
Mesh Node 12449	39	225.64	26.634	12449	SYS\Solid17
Mesh Node 12450	39	223.43	25.771	12450	SYS\Solid17
Mesh Node 12451	39	221.25	24.835	12451	SYS\Solid17
Mesh Node 12452	39	219.11	23.825	12452	SYS\Solid17
Mesh Node 12453	39	217	22.744	12453	SYS\Solid17
Mesh Node 12454	39	214.93	21.591	12454	SYS\Solid17
Mesh Node 12455	39	212.9	20.37	12455	SYS\Solid17
Mesh Node 12456	39	210.91	19.08	12456	SYS\Solid17
Mesh Node 12457	39	208.97	17.723	12457	SYS\Solid17
Mesh Node 12458	39	207.07	16.302	12458	SYS\Solid17
Mesh Node 12459	39	205.22	14.817	12459	SYS\Solid17
Mesh Node 12460	39	203.43	13.271	12460	SYS\Solid17
Mesh Node 12461	39	201.69	11.664	12461	SYS\Solid17
Mesh Node 12462	39	200	2.5	12462	SYS\Solid17
Mesh Node 12463	39	200	5	12463	SYS\Solid17
Mesh Node 12464	39	200	7.5	12464	SYS\Solid17
Mesh Node 12465	39	200	10	12465	SYS\Solid17
Mesh Node 12466	39	200	0	12466	SYS\Solid17
Mesh Node 12467	39	201.48	1.4666	12467	SYS\Solid17
Mesh Node 12468	39	203	2.8885	12468	SYS\Solid17
Mesh Node 12469	39	204.57	4.2645	12469	SYS\Solid17
Mesh Node 12470	39	206.17	5.5932	12470	SYS\Solid17
Mesh Node 12471	39	207.82	6.8736	12471	SYS\Solid17
Mesh Node 12472	39	209.5	2.0261	12472	SYS\Solid17
Mesh Node 12473	39	209.5	4.0522	12473	SYS\Solid17
Mesh Node 12474	39	209.5	6.0783	12474	SYS\Solid17
Mesh Node 12475	39	209.5	8.1044	12475	SYS\Solid17
Mesh Node 12476	39	209.5	0	12476	SYS\Solid17
Mesh Node 12477	39	210.5	6.6006	12477	SYS\Solid17
Mesh Node 12478	39	210.5	4.4004	12478	SYS\Solid17
Mesh Node 12479	39	210.5	2.2002	12479	SYS\Solid17
Mesh Node 12480	39	210.5	0	12480	SYS\Solid17
Mesh Node 12481	39	210.5	8.8008	12481	SYS\Solid17
Mesh Node 12482	39	211.94	9.7621	12482	SYS\Solid17
Mesh Node 12483	39	213.41	10.687	12483	SYS\Solid17
Mesh Node 12484	39	214.9	11.576	12484	SYS\Solid17
Mesh Node 12485	39	216.42	12.427	12485	SYS\Solid17
Mesh Node 12486	39	217.95	13.241	12486	SYS\Solid17
Mesh Node 12487	39	219.5	2.336	12487	SYS\Solid17
Mesh Node 12488	39	219.5	4.6721	12488	SYS\Solid17
Mesh Node 12489	39	219.5	7.0081	12489	SYS\Solid17
Mesh Node 12490	39	219.5	9.3441	12490	SYS\Solid17
Mesh Node 12491	39	219.5	11.68	12491	SYS\Solid17
Mesh Node 12492	39	219.5	14.016	12492	SYS\Solid17
Mesh Node 12493	39	219.5	0	12493	SYS\Solid17
Mesh Node 12494	39	220.5	12.075	12494	SYS\Solid17
Mesh Node 12495	39	220.5	9.6603	12495	SYS\Solid17
Mesh Node 12496	39	220.5	7.2453	12496	SYS\Solid17
Mesh Node 12497	39	220.5	4.8302	12497	SYS\Solid17
Mesh Node 12498	39	220.5	2.4151	12498	SYS\Solid17
Mesh Node 12499	39	220.5	0	12499	SYS\Solid17
Mesh Node 12500	39	220.5	14.491	12500	SYS\Solid17
Mesh Node 12501	39	222.7	15.469	12501	SYS\Solid17
Mesh Node 12502	39	224.94	16.371	12502	SYS\Solid17
Mesh Node 12503	39	227.21	17.195	12503	SYS\Solid17
Mesh Node 12504	39	229.5	2.2426	12504	SYS\Solid17
Mesh Node 12505	39	229.5	4.4853	12505	SYS\Solid17
Mesh Node 12506	39	229.5	6.7279	12506	SYS\Solid17
Mesh Node 12507	39	229.5	8.9706	12507	SYS\Solid17
Mesh Node 12508	39	229.5	11.213	12508	SYS\Solid17
Mesh Node 12509	39	229.5	13.456	12509	SYS\Solid17
Mesh Node 12510	39	229.5	15.698	12510	SYS\Solid17
Mesh Node 12511	39	229.5	17.941	12511	SYS\Solid17
Mesh Node 12512	39	229.5	0	12512	SYS\Solid17
Mesh Node 12513	39	230.5	15.959	12513	SYS\Solid17
Mesh Node 12514	39	230.5	13.679	12514	SYS\Solid17
Mesh Node 12515	39	230.5	11.4	12515	SYS\Solid17
Mesh Node 12516	39	230.5	9.1196	12516	SYS\Solid17
Mesh Node 12517	39	230.5	6.8397	12517	SYS\Solid17
Mesh Node 12518	39	230.5	4.5598	12518	SYS\Solid17
Mesh Node 12519	39	230.5	2.2799	12519	SYS\Solid17
Mesh Node 12520	39	230.5	-2.78E-28	12520	SYS\Solid17
Mesh Node 12521	39	230.5	18.239	12521	SYS\Solid17
Mesh Node 12522	39	232.72	18.845	12522	SYS\Solid17
Mesh Node 12523	39	234.97	19.377	12523	SYS\Solid17
Mesh Node 12524	39	237.23	19.835	12524	SYS\Solid17
Mesh Node 12525	39	239.5	2.0218	12525	SYS\Solid17
Mesh Node 12526	39	239.5	4.0436	12526	SYS\Solid17
Mesh Node 12527	39	239.5	6.0655	12527	SYS\Solid17
Mesh Node 12528	39	239.5	8.0873	12528	SYS\Solid17
Mesh Node 12529	39	239.5	10.109	12529	SYS\Solid17
Mesh Node 12530	39	239.5	12.131	12530	SYS\Solid17
Mesh Node 12531	39	239.5	14.153	12531	SYS\Solid17
Mesh Node 12532	39	239.5	16.175	12532	SYS\Solid17
Mesh Node 12533	39	239.5	18.196	12533	SYS\Solid17
Mesh Node 12534	39	239.5	20.218	12534	SYS\Solid17
Mesh Node 12535	39	239.5	3.47E-15	12535	SYS\Solid17
Mesh Node 12536	39	240.5	18.326	12536	SYS\Solid17
Mesh Node 12537	39	240.5	16.29	12537	SYS\Solid17
Mesh Node 12538	39	240.5	14.254	12538	SYS\Solid17
Mesh Node 12539	39	240.5	12.218	12539	SYS\Solid17
Mesh Node 12540	39	240.5	10.181	12540	SYS\Solid17
Mesh Node 12541	39	240.5	8.145	12541	SYS\Solid17
Mesh Node 12542	39	240.5	6.1088	12542	SYS\Solid17
Mesh Node 12543	39	240.5	4.0725	12543	SYS\Solid17
Mesh Node 12544	39	240.5	2.0363	12544	SYS\Solid17
Mesh Node 12545	39	240.5	2.75E-27	12545	SYS\Solid17
Mesh Node 12546	39	240.5	20.363	12546	SYS\Solid17
Mesh Node 12547	39	242.74	20.633	12547	SYS\Solid17
Mesh Node 12548	39	244.99	20.831	12548	SYS\Solid17
Mesh Node 12549	39	247.24	20.956	12549	SYS\Solid17
Mesh Node 12550	39	249.5	2.1008	12550	SYS\Solid17
Mesh Node 12551	39	249.5	4.2017	12551	SYS\Solid17
Mesh Node 12552	39	249.5	6.3025	12552	SYS\Solid17
Mesh Node 12553	39	249.5	8.4034	12553	SYS\Solid17
Mesh Node 12554	39	249.5	10.504	12554	SYS\Solid17
Mesh Node 12555	39	249.5	12.605	12555	SYS\Solid17
Mesh Node 12556	39	249.5	14.706	12556	SYS\Solid17
Mesh Node 12557	39	249.5	16.807	12557	SYS\Solid17
Mesh Node 12558	39	249.5	18.908	12558	SYS\Solid17
Mesh Node 12559	39	249.5	21.008	12559	SYS\Solid17
Mesh Node 12560	39	249.5	0	12560	SYS\Solid17
Mesh Node 12561	39	250.5	18.908	12561	SYS\Solid17
Mesh Node 12562	39	250.5	16.807	12562	SYS\Solid17
Mesh Node 12563	39	250.5	14.706	12563	SYS\Solid17
Mesh Node 12564	39	250.5	12.605	12564	SYS\Solid17
Mesh Node 12565	39	250.5	10.504	12565	SYS\Solid17
Mesh Node 12566	39	250.5	8.4034	12566	SYS\Solid17
Mesh Node 12567	39	250.5	6.3025	12567	SYS\Solid17
Mesh Node 12568	39	250.5	4.2017	12568	SYS\Solid17
Mesh Node 12569	39	250.5	2.1008	12569	SYS\Solid17
Mesh Node 12570	39	250.5	5.30E-28	12570	SYS\Solid17
Mesh Node 12571	39	250.5	21.008	12571	SYS\Solid17
Mesh Node 12572	39	252.76	20.956	12572	SYS\Solid17
Mesh Node 12573	39	255.01	20.831	12573	SYS\Solid17
Mesh Node 12574	39	257.26	20.633	12574	SYS\Solid17
Mesh Node 12575	39	259.5	2.0363	12575	SYS\Solid17
Mesh Node 12576	39	259.5	4.0725	12576	SYS\Solid17
Mesh Node 12577	39	259.5	6.1088	12577	SYS\Solid17
Mesh Node 12578	39	259.5	8.145	12578	SYS\Solid17
Mesh Node 12579	39	259.5	10.181	12579	SYS\Solid17
Mesh Node 12580	39	259.5	12.218	12580	SYS\Solid17
Mesh Node 12581	39	259.5	14.254	12581	SYS\Solid17
Mesh Node 12582	39	259.5	16.29	12582	SYS\Solid17
Mesh Node 12583	39	259.5	18.326	12583	SYS\Solid17
Mesh Node 12584	39	259.5	20.363	12584	SYS\Solid17
Mesh Node 12585	39	259.5	0	12585	SYS\Solid17
Mesh Node 12586	39	260.5	18.196	12586	SYS\Solid17
Mesh Node 12587	39	260.5	16.175	12587	SYS\Solid17
Mesh Node 12588	39	260.5	14.153	12588	SYS\Solid17
Mesh Node 12589	39	260.5	12.131	12589	SYS\Solid17
Mesh Node 12590	39	260.5	10.109	12590	SYS\Solid17
Mesh Node 12591	39	260.5	8.0873	12591	SYS\Solid17
Mesh Node 12592	39	260.5	6.0655	12592	SYS\Solid17
Mesh Node 12593	39	260.5	4.0436	12593	SYS\Solid17
Mesh Node 12594	39	260.5	2.0218	12594	SYS\Solid17
Mesh Node 12595	39	260.5	2.12E-27	12595	SYS\Solid17
Mesh Node 12596	39	260.5	20.218	12596	SYS\Solid17
Mesh Node 12597	39	262.77	19.835	12597	SYS\Solid17
Mesh Node 12598	39	265.03	19.377	12598	SYS\Solid17
Mesh Node 12599	39	267.28	18.845	12599	SYS\Solid17
Mesh Node 12600	39	269.5	2.2799	12600	SYS\Solid17
Mesh Node 12601	39	269.5	4.5598	12601	SYS\Solid17
Mesh Node 12602	39	269.5	6.8397	12602	SYS\Solid17
Mesh Node 12603	39	269.5	9.1196	12603	SYS\Solid17
Mesh Node 12604	39	269.5	11.4	12604	SYS\Solid17
Mesh Node 12605	39	269.5	13.679	12605	SYS\Solid17
Mesh Node 12606	39	269.5	15.959	12606	SYS\Solid17
Mesh Node 12607	39	269.5	18.239	12607	SYS\Solid17
Mesh Node 12608	39	269.5	0	12608	SYS\Solid17
Mesh Node 12609	39	270.5	15.698	12609	SYS\Solid17
Mesh Node 12610	39	270.5	13.456	12610	SYS\Solid17
Mesh Node 12611	39	270.5	11.213	12611	SYS\Solid17
Mesh Node 12612	39	270.5	8.9706	12612	SYS\Solid17
Mesh Node 12613	39	270.5	6.7279	12613	SYS\Solid17
Mesh Node 12614	39	270.5	4.4853	12614	SYS\Solid17
Mesh Node 12615	39	270.5	2.2426	12615	SYS\Solid17
Mesh Node 12616	39	270.5	-6.06E-28	12616	SYS\Solid17
Mesh Node 12617	39	270.5	17.941	12617	SYS\Solid17
Mesh Node 12618	39	272.79	17.195	12618	SYS\Solid17
Mesh Node 12619	39	275.06	16.371	12619	SYS\Solid17
Mesh Node 12620	39	277.3	15.469	12620	SYS\Solid17
Mesh Node 12621	39	279.5	2.4151	12621	SYS\Solid17
Mesh Node 12622	39	279.5	4.8302	12622	SYS\Solid17
Mesh Node 12623	39	279.5	7.2453	12623	SYS\Solid17
Mesh Node 12624	39	279.5	9.6603	12624	SYS\Solid17
Mesh Node 12625	39	279.5	12.075	12625	SYS\Solid17
Mesh Node 12626	39	279.5	14.491	12626	SYS\Solid17
Mesh Node 12627	39	279.5	0	12627	SYS\Solid17
Mesh Node 12628	39	280.5	11.68	12628	SYS\Solid17
Mesh Node 12629	39	280.5	9.3441	12629	SYS\Solid17
Mesh Node 12630	39	280.5	7.0081	12630	SYS\Solid17
Mesh Node 12631	39	280.5	4.6721	12631	SYS\Solid17
Mesh Node 12632	39	280.5	2.336	12632	SYS\Solid17
Mesh Node 12633	39	280.5	2.02E-28	12633	SYS\Solid17
Mesh Node 12634	39	280.5	14.016	12634	SYS\Solid17
Mesh Node 12635	39	282.05	13.241	12635	SYS\Solid17
Mesh Node 12636	39	283.58	12.427	12636	SYS\Solid17
Mesh Node 12637	39	285.1	11.576	12637	SYS\Solid17
Mesh Node 12638	39	286.59	10.687	12638	SYS\Solid17
Mesh Node 12639	39	288.06	9.7621	12639	SYS\Solid17
Mesh Node 12640	39	289.5	2.2002	12640	SYS\Solid17
Mesh Node 12641	39	289.5	4.4004	12641	SYS\Solid17
Mesh Node 12642	39	289.5	6.6006	12642	SYS\Solid17
Mesh Node 12643	39	289.5	8.8008	12643	SYS\Solid17
Mesh Node 12644	39	289.5	0	12644	SYS\Solid17
Mesh Node 12645	39	290.5	6.0783	12645	SYS\Solid17
Mesh Node 12646	39	290.5	4.0522	12646	SYS\Solid17
Mesh Node 12647	39	290.5	2.0261	12647	SYS\Solid17
Mesh Node 12648	39	290.5	-1.06E-27	12648	SYS\Solid17
Mesh Node 12649	39	290.5	8.1044	12649	SYS\Solid17
Mesh Node 12650	39	292.18	6.8736	12650	SYS\Solid17
Mesh Node 12651	39	293.83	5.5932	12651	SYS\Solid17
Mesh Node 12652	39	295.43	4.2645	12652	SYS\Solid17
Mesh Node 12653	39	297	2.8885	12653	SYS\Solid17
Mesh Node 12654	39	298.52	1.4666	12654	SYS\Solid17
Mesh Node 12655	39	300	10	12655	SYS\Solid17
Mesh Node 12656	39	300	7.5	12656	SYS\Solid17
Mesh Node 12657	39	300	5	12657	SYS\Solid17
Mesh Node 12658	39	300	2.5	12658	SYS\Solid17
Mesh Node 12659	39	300	0	12659	SYS\Solid17
Mesh Node 12660	39	299	7.4151	12660	SYS\Solid17
Mesh Node 12661	39	299	5.7405	12661	SYS\Solid17
Mesh Node 12662	39	299	4.0658	12662	SYS\Solid17
Mesh Node 12663	39	292.55	7.8497	12663	SYS\Solid17
Mesh Node 12664	39	293.89	6.8201	12664	SYS\Solid17
Mesh Node 12665	39	295.21	5.7589	12665	SYS\Solid17
Mesh Node 12666	39	296.5	4.6665	12666	SYS\Solid17
Mesh Node 12667	39	299	2.3911	12667	SYS\Solid17
Mesh Node 12668	39	297.76	3.5437	12668	SYS\Solid17
Mesh Node 12669	39	291.18	8.8471	12669	SYS\Solid17
Mesh Node 12670	39	293.14	8.9077	12670	SYS\Solid17
Mesh Node 12671	39	295.09	8.9684	12671	SYS\Solid17
Mesh Node 12672	39	297.05	9.0291	12672	SYS\Solid17
Mesh Node 12673	39	299	9.0898	12673	SYS\Solid17
Mesh Node 12674	39	289.5	15.302	12674	SYS\Solid17
Mesh Node 12675	39	289.5	13.538	12675	SYS\Solid17
Mesh Node 12676	39	289.5	11.773	12676	SYS\Solid17
Mesh Node 12677	39	283.32	13.704	12677	SYS\Solid17
Mesh Node 12678	39	285.42	12.542	12678	SYS\Solid17
Mesh Node 12679	39	289.5	10.008	12679	SYS\Solid17
Mesh Node 12680	39	287.48	11.309	12680	SYS\Solid17
Mesh Node 12681	39	281.19	14.794	12681	SYS\Solid17
Mesh Node 12682	39	283.26	15.363	12682	SYS\Solid17
Mesh Node 12683	39	285.34	15.931	12683	SYS\Solid17
Mesh Node 12684	39	287.42	16.499	12684	SYS\Solid17
Mesh Node 12685	39	289.5	17.067	12685	SYS\Solid17
Mesh Node 12686	39	279.5	21.02	12686	SYS\Solid17
Mesh Node 12687	39	279.5	19.211	12687	SYS\Solid17
Mesh Node 12688	39	279.5	17.401	12688	SYS\Solid17
Mesh Node 12689	39	273.31	18.074	12689	SYS\Solid17
Mesh Node 12690	39	275.4	17.312	12690	SYS\Solid17
Mesh Node 12691	39	279.5	15.592	12691	SYS\Solid17
Mesh Node 12692	39	277.46	16.484	12692	SYS\Solid17
Mesh Node 12693	39	271.2	18.772	12693	SYS\Solid17
Mesh Node 12694	39	273.27	19.786	12694	SYS\Solid17
Mesh Node 12695	39	275.35	20.801	12695	SYS\Solid17
Mesh Node 12696	39	277.42	21.815	12696	SYS\Solid17
Mesh Node 12697	39	279.5	22.83	12697	SYS\Solid17
Mesh Node 12698	39	269.5	24.768	12698	SYS\Solid17
Mesh Node 12699	39	269.5	22.939	12699	SYS\Solid17
Mesh Node 12700	39	269.5	21.109	12700	SYS\Solid17
Mesh Node 12701	39	263.32	20.75	12701	SYS\Solid17
Mesh Node 12702	39	265.39	20.321	12702	SYS\Solid17
Mesh Node 12703	39	269.5	19.28	12703	SYS\Solid17
Mesh Node 12704	39	267.45	19.831	12704	SYS\Solid17
Mesh Node 12705	39	261.23	21.116	12705	SYS\Solid17
Mesh Node 12706	39	263.3	22.486	12706	SYS\Solid17
Mesh Node 12707	39	265.37	23.857	12707	SYS\Solid17
Mesh Node 12708	39	267.43	25.227	12708	SYS\Solid17
Mesh Node 12709	39	269.5	26.598	12709	SYS\Solid17
Mesh Node 12710	39	222.54	16.484	12710	SYS\Solid17
Mesh Node 12711	39	224.6	17.312	12711	SYS\Solid17
Mesh Node 12712	39	226.69	18.074	12712	SYS\Solid17
Mesh Node 12713	39	220.5	15.592	12713	SYS\Solid17
Mesh Node 12714	39	220.5	17.401	12714	SYS\Solid17
Mesh Node 12715	39	220.5	19.211	12715	SYS\Solid17
Mesh Node 12716	39	220.5	21.02	12716	SYS\Solid17
Mesh Node 12717	39	220.5	22.83	12717	SYS\Solid17
Mesh Node 12718	39	222.58	21.815	12718	SYS\Solid17
Mesh Node 12719	39	224.65	20.801	12719	SYS\Solid17
Mesh Node 12720	39	226.73	19.786	12720	SYS\Solid17
Mesh Node 12721	39	228.8	18.772	12721	SYS\Solid17
Mesh Node 12722	39	202.24	3.5437	12722	SYS\Solid17
Mesh Node 12723	39	203.5	4.6665	12723	SYS\Solid17
Mesh Node 12724	39	204.79	5.7589	12724	SYS\Solid17
Mesh Node 12725	39	206.11	6.8201	12725	SYS\Solid17
Mesh Node 12726	39	207.45	7.8497	12726	SYS\Solid17
Mesh Node 12727	39	201	2.3911	12727	SYS\Solid17
Mesh Node 12728	39	201	4.0658	12728	SYS\Solid17
Mesh Node 12729	39	201	5.7405	12729	SYS\Solid17
Mesh Node 12730	39	201	7.4151	12730	SYS\Solid17
Mesh Node 12731	39	201	9.0898	12731	SYS\Solid17
Mesh Node 12732	39	202.95	9.0291	12732	SYS\Solid17
Mesh Node 12733	39	204.91	8.9684	12733	SYS\Solid17
Mesh Node 12734	39	206.86	8.9077	12734	SYS\Solid17
Mesh Node 12735	39	208.82	8.8471	12735	SYS\Solid17
Mesh Node 12736	39	202.75	11.292	12736	SYS\Solid17
Mesh Node 12737	39	204.04	12.476	12737	SYS\Solid17
Mesh Node 12738	39	205.36	13.627	12738	SYS\Solid17
Mesh Node 12739	39	206.71	14.744	12739	SYS\Solid17
Mesh Node 12740	39	208.09	15.827	12740	SYS\Solid17
Mesh Node 12741	39	209.5	11.588	12741	SYS\Solid17
Mesh Node 12742	39	209.5	13.35	12742	SYS\Solid17
Mesh Node 12743	39	209.5	15.112	12743	SYS\Solid17
Mesh Node 12744	39	209.5	16.874	12744	SYS\Solid17
Mesh Node 12745	39	201.49	10.075	12745	SYS\Solid17
Mesh Node 12746	39	203.49	10.013	12746	SYS\Solid17
Mesh Node 12747	39	205.49	9.9508	12747	SYS\Solid17
Mesh Node 12748	39	207.5	9.8886	12748	SYS\Solid17
Mesh Node 12749	39	209.5	9.8264	12749	SYS\Solid17
