n_events,mean,std,min,p01,p50,p99,max,split,n_files
163904,-4.439158052386413e-17,1.0,-1.656013426868073,-1.4248222212323467,-0.4148306661325504,2.2038946878734866,4.066871428533467,train,72
22598,-0.5600443617684706,0.5843867596508082,-1.2472658574658089,-1.2021717618565944,-0.7033061401290004,1.899284209285959,3.58996435426349,val,12
30663,0.33013805037995303,0.9783452373473585,-1.7824480754111764,-1.6917507749868799,0.8991089949445719,2.3949745132784113,3.5363015068934325,test,12
