n_events,mean,std,min,p01,p50,p99,max,split,n_files
164147,-1.108146602463558e-16,0.9999999999999999,-1.7954913061393794,-1.5134275612915014,-0.404222713819328,2.3373068725019825,4.251641257127606,train,72
30976,0.436844668840624,1.147920126368852,-1.3122562109598177,-1.2482287796171632,0.9968076904721306,2.508870154603905,4.251641257127606,val,12
22042,-0.26731905787072086,0.7891503591218088,-1.220372191603702,-1.1912288194346572,-0.44963225579237504,1.8851330998104454,3.8204154650341864,test,12
