n_events,mean,std,min,p01,p50,p99,max,split,n_files
154652,2.1171280852381746e-16,1.0,-1.7236684849694426,-1.3919745889363233,-0.4028417004555298,2.3152967892604175,4.31307149912019,train,72
32277,0.34827555852427483,1.0498827258339438,-1.1445929285420837,-1.0713072636196443,0.01074154077900446,2.72169109413335,3.662738760002092,val,12
30236,0.3741343442076175,0.981014466371419,-1.505688690734815,-1.4550879238781682,0.9681216598507875,1.890980641239146,3.8037012893353075,test,12
