Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,0.0,0.0,0.0,1000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,300000.0,100000.0,0.0,0.0,0.0,100000.0,0.0,0.0,-1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,100000.0,100000.0,200000.0,0.0,0.0,0.0,6.0
2,0.0,0.0,0.0,1000000.0,10000000.0,-4507000000.0,0.0,0.0,0.0,1000000.0,0.0,-7.0,-3.0,-6.0,100000.0,-3.0,0.0,0.0,-1376000000.0,-2.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-147700000.0,100000.0,0.0,100000.0,686000000.0,200000.0,0.0,0.0,0.0,100000.0
3,0.0,1000000.0,0.0,1000000.0,0.0,2000000.0,0.0,0.0,0.0,1000000.0,7.0,-5.0,0.0,-4.0,0.0,-4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,-2.0,-261800000.0,-4.0,0.0,0.0,-100000.0,-2.0,0.0,0.0,0.0,100000.0,200000.0,-663100000.0,0.0,0.0,0.0,100000.0
4,0.0,0.0,0.0,-6353000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,-5.0,1.0,5.0,1.0,1.0,2820.0,0.0,0.0,0.0,4.0,-100000.0,0.0,0.0,0.0,-735100000.0,109000000.0,0.0,0.0,0.0,100000.0
5,2447000000.0,1000000.0,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,100000.0,4.0,0.0,0.0,0.0,2.0,-100000.0,0.0,0.0,100000.0,200000.0,100000.0,0.0,0.0,0.0,534700000.0
6,0.0,0.0,0.0,1000000.0,0.0,2000000.0,0.0,0.0,0.0,1000000.0,1.0,-2.0,-1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,-791000000.0,0.0,-188000000.0,200000.0,200000.0,0.0,0.0,0.0,610300000.0
7,0.0,0.0,0.0,6311000000.0,0.0,2000000.0,0.0,0.0,0.0,1000000.0,1.0,-2.0,-1.0,-1.0,0.0,-4.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-2.0,100000.0,-4.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,100000.0,200000.0,200000.0,0.0,0.0,0.0,100000.0
8,-1000000.0,0.0,0.0,1000000.0,0.0,2000000.0,0.0,0.0,0.0,1000000.0,3.0,4.0,-2.0,5883.0,0.0,-3.0,0.0,0.0,0.0,-1.0,-1.0,-5232.0,0.0,-8536.0,0.0,-5.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,100000.0,100000.0,200000.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,1000000.0,0.0,2000000.0,0.0,0.0,10000000.0,-8405000000.0,1.0,-2.0,-1.0,3.0,100000.0,4.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,2.0,-329300000.0,4.0,0.0,0.0,0.0,1.0,-100000.0,0.0,0.0,100000.0,200000.0,200000.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,-5993000000.0,0.0,-6397000000.0,0.0,0.0,0.0,1000000.0,1.0,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,721.0,-2.0,130.0,2.0,-7.0,3.0,0.0,0.0,0.0,8.0,-100000.0,0.0,0.0,100000.0,200000.0,200000.0,0.0,0.0,0.0,615700000.0
